evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
31 1.6600265604
36 1.8142235123
114 2.1079258010
134 2.1663778163
276 2.8344671202
367 2.8868360277
532 3.0562347188
5004 0.9349289454
evaluations raw_y
1 0.8922198430
2 1.8796992481
44 2.0259319287
68 2.0525451560
106 2.0798668885
138 2.1663778163
149 2.5562372188
428 2.5987525988
491 2.6427061311
545 2.7839643653
549 2.8344671202
565 3.2467532468
5004 1.2899896801
evaluations raw_y
1 1.7146776406
50 1.7337031900
73 1.8142235123
79 2.1079258010
184 2.3992322457
205 2.4366471735
246 2.6881720430
319 3.3156498674
436 3.4626038781
954 3.5410764873
5004 1.1394712853
evaluations raw_y
1 1.0137875101
6 1.1737089202
11 1.1916110582
14 1.4723203769
17 1.8796992481
20 2.0259319287
77 2.2281639929
288 2.3277467412
308 2.4752475248
332 2.5987525988
417 2.7839643653
647 2.9411764706
658 3.1172069825
5004 0.9520182788
evaluations raw_y
1 0.7966857871
3 1.1312217195
5 1.2899896801
17 2.1663778163
211 2.3277467412
353 2.6881720430
494 3.1172069825
5004 0.9462528388
evaluations raw_y
1 0.9520182788
2 1.0548523207
3 1.3691128149
16 1.5151515152
21 1.5451174289
23 1.6254876463
30 2.0525451560
272 2.3277467412
375 2.3629489603
406 2.6881720430
585 2.8868360277
721 3.1172069825
905 3.1806615776
1139 3.2467532468
1253 3.3875338753
1390 4.3252595156
5004 1.2195121951
evaluations raw_y
1 1.3572204126
8 1.6960651289
27 2.4752475248
529 2.6881720430
564 2.9411764706
595 3.1172069825
1155 3.3875338753
5004 1.0072522160
evaluations raw_y
1 1.0339123242
2 1.2588116818
7 1.6778523490
16 1.7146776406
20 1.9260400616
38 2.1367521368
129 2.6427061311
456 2.7839643653
637 2.8344671202
647 3.6231884058
1251 3.9936102236
5004 0.8350033400
evaluations raw_y
1 1.2195121951
11 1.4188422247
13 1.4585764294
14 1.6087516088
19 1.8573551263
81 1.9025875190
159 2.0259319287
161 2.2935779817
237 2.3277467412
591 2.4752475248
771 2.5562372188
822 2.5987525988
1046 2.6427061311
1372 2.6881720430
1622 2.7839643653
2397 2.8868360277
5004 0.9944311854
evaluations raw_y
1 0.5849321479
2 1.6087516088
14 1.6425755585
22 1.8573551263
37 1.9260400616
65 2.0000000000
117 2.3277467412
219 2.4366471735
240 2.8344671202
366 3.1172069825
1670 3.3156498674
5004 1.1916110582
evaluations raw_y
1 0.9025270758
2 1.1394712853
3 1.5151515152
10 1.6960651289
16 2.0525451560
133 2.3992322457
271 2.5562372188
325 2.6427061311
454 2.6881720430
503 2.8868360277
553 3.1806615776
563 3.4626038781
811 3.7993920973
5004 1.6778523490
evaluations raw_y
1 0.9637625289
2 1.9747235387
241 2.0525451560
296 2.3992322457
817 2.4366471735
1331 2.5150905433
2539 2.5562372188
4233 2.7352297593
5004 0.8973438622
evaluations raw_y
1 1.0841283608
3 1.3007284079
6 1.4060742407
19 1.5923566879
32 1.7337031900
42 2.1079258010
89 2.2935779817
260 2.8868360277
862 2.9976019185
883 3.1806615776
2267 3.4626038781
5004 1.0692899914
evaluations raw_y
1 1.3935340022
18 1.4450867052
23 1.4723203769
28 1.7730496454
78 1.8355359765
99 2.2281639929
177 2.6427061311
198 2.7352297593
229 2.8344671202
419 2.8868360277
498 2.9976019185
811 3.0562347188
839 3.3875338753
5004 0.6940588562
evaluations raw_y
1 1.4318442153
17 1.4450867052
27 1.4863258026
28 1.5762925599
46 1.6600265604
57 1.6960651289
80 1.9747235387
104 2.5987525988
463 2.6427061311
1017 2.7352297593
1048 3.3156498674
5004 1.2588116818
evaluations raw_y
1 0.8132726090
2 1.3340448239
6 1.4585764294
10 1.4863258026
14 1.5605493134
26 1.7934002869
75 2.0000000000
120 2.0798668885
133 2.1968365554
180 2.3277467412
217 2.4366471735
242 2.5562372188
278 2.5987525988
407 2.6881720430
467 3.0562347188
721 3.1172069825
5004 0.9184423218
evaluations raw_y
1 0.6819421713
2 1.1916110582
6 1.5762925599
20 1.6778523490
41 2.2281639929
168 2.4366471735
382 2.7352297593
433 2.8344671202
471 2.8868360277
543 3.1806615776
547 3.3156498674
1045 3.7091988131
5004 1.0072522160
evaluations raw_y
1 0.9184423218
2 0.9881422925
7 1.2794268168
10 1.5451174289
22 1.6425755585
48 1.7531556802
62 2.3992322457
277 3.1806615776
346 3.4626038781
354 3.7993920973
594 4.0983606557
5004 1.0692899914
evaluations raw_y
1 0.9819324430
2 1.8142235123
17 1.8796992481
62 1.9260400616
232 2.2281639929
246 2.3992322457
279 2.4366471735
302 2.6881720430
321 2.9976019185
457 3.0562347188
536 3.1172069825
685 3.1806615776
811 3.7091988131
5004 1.2100677638
evaluations raw_y
1 1.1825922422
3 1.1916110582
6 1.5605493134
18 2.1079258010
251 2.1663778163
279 2.4752475248
317 2.5150905433
343 2.6427061311
353 2.7839643653
724 2.9411764706
5004 0.9462528388
