evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
31 1.7337031900
48 1.7531556802
76 1.7730496454
91 1.8796992481
169 2.0000000000
223 2.0259319287
270 2.3629489603
576 2.4366471735
754 2.4752475248
791 2.6427061311
920 2.9411764706
1362 3.0562347188
5048 3.0562347188
evaluations raw_y
1 0.7163323782
2 1.1312217195
4 1.2388503469
11 1.5762925599
33 1.7730496454
61 1.9025875190
151 1.9747235387
180 2.1663778163
236 2.2935779817
303 2.3992322457
400 2.4366471735
444 2.5562372188
913 2.5987525988
1076 2.7839643653
1946 3.1172069825
2550 3.2467532468
5048 2.3992322457
evaluations raw_y
1 1.0692899914
2 1.1478420569
4 1.2899896801
7 1.3691128149
16 1.3935340022
17 1.5923566879
19 1.9747235387
64 2.2281639929
67 2.2935779817
151 2.5987525988
412 3.1172069825
478 3.2467532468
5048 3.2467532468
evaluations raw_y
1 1.6254876463
6 1.8573551263
14 1.8796992481
22 2.0525451560
62 2.2935779817
411 2.4752475248
465 2.7839643653
471 2.8868360277
751 2.9976019185
863 3.1172069825
896 3.4626038781
2859 3.7091988131
5048 3.7091988131
evaluations raw_y
1 0.6348400203
2 1.2794268168
12 1.4450867052
17 1.8355359765
51 2.1663778163
268 2.2603978300
292 2.3277467412
448 2.4752475248
519 2.6881720430
619 2.9411764706
5048 2.1663778163
evaluations raw_y
1 1.5605493134
9 1.5762925599
21 1.5923566879
37 1.6600265604
73 1.8355359765
76 1.8573551263
126 2.0259319287
190 2.1079258010
205 3.1172069825
239 3.2467532468
5048 3.2467532468
evaluations raw_y
1 0.8394895903
3 2.0000000000
90 2.1079258010
166 2.1968365554
265 2.4752475248
374 2.5562372188
526 2.7839643653
596 2.9976019185
651 3.2467532468
666 3.7091988131
672 4.4483985765
5048 1.5006002401
evaluations raw_y
1 1.3227513228
3 1.3935340022
5 1.4450867052
12 1.5451174289
38 1.6778523490
41 1.6960651289
82 1.7146776406
87 1.7337031900
111 1.7531556802
148 1.9500780031
164 2.2603978300
205 2.2935779817
349 2.3629489603
364 2.5150905433
402 2.5987525988
430 2.7839643653
484 2.9976019185
5048 2.9976019185
evaluations raw_y
1 1.3007284079
7 1.3455328310
13 1.3812154696
14 1.4450867052
18 1.5605493134
27 1.6600265604
51 1.7337031900
68 1.7730496454
71 1.8142235123
252 2.1968365554
369 2.8868360277
787 3.2467532468
5048 1.6087516088
evaluations raw_y
1 1.2007684918
4 1.7531556802
5 1.8573551263
23 2.1079258010
258 2.3992322457
417 2.9411764706
581 3.1172069825
1097 3.3156498674
1450 3.5410764873
5048 3.5410764873
evaluations raw_y
1 1.2100677638
9 1.2899896801
10 1.7146776406
35 1.7730496454
41 2.8344671202
720 3.0562347188
5048 2.4366471735
evaluations raw_y
1 0.8674531575
2 1.2291052114
8 1.4060742407
16 1.6600265604
81 1.7730496454
96 2.1079258010
211 2.1367521368
337 2.7839643653
457 2.9976019185
609 3.2467532468
707 3.4626038781
5048 1.9260400616
evaluations raw_y
1 0.5741846578
2 0.7926442613
3 0.8871540099
4 1.5299877601
45 1.5923566879
52 1.7146776406
108 2.1367521368
119 2.3992322457
334 2.5562372188
429 2.7839643653
748 2.8868360277
771 3.1806615776
5048 2.3992322457
evaluations raw_y
1 1.6087516088
11 1.6425755585
34 1.6960651289
40 2.0798668885
287 2.4366471735
349 2.5150905433
422 2.9411764706
3283 3.1806615776
5048 2.8868360277
evaluations raw_y
1 0.8532423208
2 1.1825922422
13 1.5762925599
16 1.9500780031
25 2.3629489603
474 2.6427061311
501 2.7839643653
657 3.6231884058
1400 4.0983606557
5048 1.9025875190
evaluations raw_y
1 1.4318442153
7 1.5299877601
20 1.5451174289
31 1.6960651289
53 1.8355359765
87 2.0000000000
194 2.3629489603
292 2.3992322457
617 2.4752475248
714 2.5987525988
751 3.2467532468
784 3.3156498674
5048 2.0798668885
evaluations raw_y
1 1.3340448239
6 1.3691128149
12 1.6087516088
15 1.9747235387
28 2.4752475248
252 2.7352297593
560 2.7839643653
702 2.8868360277
911 2.9411764706
1087 3.0562347188
1502 3.1806615776
5048 2.1968365554
evaluations raw_y
1 0.9025270758
2 0.9349289454
3 1.2487512488
8 1.6600265604
69 2.1367521368
73 2.5562372188
197 2.6427061311
466 2.8344671202
521 3.0562347188
1053 3.2467532468
2457 3.3875338753
2816 3.6231884058
3053 3.7091988131
5048 3.7091988131
evaluations raw_y
1 0.8486082824
2 1.3812154696
7 1.6600265604
20 2.0259319287
93 2.0525451560
95 2.1968365554
109 2.4366471735
316 2.4752475248
345 2.5987525988
403 2.8868360277
1318 3.2467532468
3206 3.5410764873
5048 2.4366471735
evaluations raw_y
1 0.7066139062
3 0.8973438622
5 1.5299877601
11 1.7730496454
70 1.8142235123
89 2.0259319287
241 2.0798668885
269 2.1079258010
355 2.3277467412
371 2.4752475248
573 2.8344671202
5048 2.8344671202
