evaluations raw_y
1 32.0000000000
111 34.0000000000
166 36.0000000000
332 38.0000000000
543 40.0000000000
5000 22.0000000000
evaluations raw_y
1 24.0000000000
21 26.0000000000
38 28.0000000000
84 30.0000000000
115 32.0000000000
133 34.0000000000
237 36.0000000000
253 38.0000000000
262 40.0000000000
402 42.0000000000
5000 26.0000000000
evaluations raw_y
1 28.0000000000
17 30.0000000000
39 34.0000000000
188 36.0000000000
206 38.0000000000
326 40.0000000000
855 42.0000000000
5000 24.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
45 30.0000000000
75 32.0000000000
116 34.0000000000
296 36.0000000000
312 38.0000000000
1211 40.0000000000
5000 28.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
10 28.0000000000
53 30.0000000000
60 32.0000000000
96 34.0000000000
145 36.0000000000
183 38.0000000000
342 40.0000000000
401 42.0000000000
5000 30.0000000000
evaluations raw_y
1 24.0000000000
2 32.0000000000
51 34.0000000000
90 36.0000000000
185 38.0000000000
342 40.0000000000
5000 24.0000000000
evaluations raw_y
1 30.0000000000
24 32.0000000000
52 34.0000000000
176 36.0000000000
238 38.0000000000
390 40.0000000000
1429 42.0000000000
5000 24.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
18 28.0000000000
37 30.0000000000
46 34.0000000000
190 36.0000000000
215 38.0000000000
461 40.0000000000
463 42.0000000000
467 44.0000000000
5000 28.0000000000
evaluations raw_y
1 32.0000000000
79 34.0000000000
171 36.0000000000
204 38.0000000000
384 40.0000000000
5000 22.0000000000
evaluations raw_y
1 24.0000000000
2 30.0000000000
33 32.0000000000
57 34.0000000000
104 36.0000000000
139 38.0000000000
596 40.0000000000
1100 42.0000000000
5000 26.0000000000
evaluations raw_y
1 22.0000000000
2 30.0000000000
46 32.0000000000
151 34.0000000000
200 36.0000000000
246 38.0000000000
301 40.0000000000
445 42.0000000000
5000 30.0000000000
evaluations raw_y
1 24.0000000000
3 28.0000000000
7 30.0000000000
43 32.0000000000
48 34.0000000000
103 36.0000000000
340 38.0000000000
369 40.0000000000
402 42.0000000000
704 44.0000000000
5000 36.0000000000
evaluations raw_y
1 26.0000000000
2 30.0000000000
21 32.0000000000
33 36.0000000000
66 38.0000000000
74 40.0000000000
100 42.0000000000
5000 26.0000000000
evaluations raw_y
1 24.0000000000
6 26.0000000000
23 28.0000000000
45 30.0000000000
58 32.0000000000
83 34.0000000000
173 36.0000000000
486 38.0000000000
916 40.0000000000
930 42.0000000000
5000 24.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
9 30.0000000000
31 32.0000000000
94 34.0000000000
196 36.0000000000
205 38.0000000000
216 40.0000000000
443 42.0000000000
5000 22.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
5 30.0000000000
31 32.0000000000
35 34.0000000000
104 36.0000000000
213 38.0000000000
289 40.0000000000
397 42.0000000000
447 44.0000000000
799 46.0000000000
5000 26.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
8 30.0000000000
32 32.0000000000
42 34.0000000000
125 36.0000000000
275 38.0000000000
408 40.0000000000
5000 26.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
3 28.0000000000
21 32.0000000000
63 34.0000000000
110 36.0000000000
232 38.0000000000
273 40.0000000000
5000 24.0000000000
evaluations raw_y
1 24.0000000000
2 34.0000000000
18 36.0000000000
84 40.0000000000
5000 28.0000000000
evaluations raw_y
1 28.0000000000
7 30.0000000000
18 32.0000000000
46 34.0000000000
134 36.0000000000
563 38.0000000000
3069 40.0000000000
5000 26.0000000000
