evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
20 1.8355359765
42 1.9747235387
120 2.1079258010
161 2.1367521368
361 2.2281639929
508 2.6427061311
864 2.7352297593
1134 2.8868360277
1370 3.4626038781
2143 3.5410764873
3074 4.0983606557
5012 1.4585764294
evaluations raw_y
1 0.5938242280
2 0.6589351608
3 1.2388503469
4 1.6778523490
18 1.8796992481
26 2.0259319287
72 2.0525451560
134 2.1367521368
428 2.2935779817
691 2.4752475248
1111 2.7839643653
2336 2.8344671202
2662 2.9411764706
4435 3.2467532468
5012 1.4585764294
evaluations raw_y
1 1.4318442153
6 1.5299877601
12 2.0259319287
46 2.0525451560
70 2.1968365554
183 2.2935779817
465 2.4752475248
521 2.6427061311
548 3.3156498674
924 3.3875338753
5012 1.9500780031
evaluations raw_y
1 1.2100677638
4 1.5923566879
16 1.6778523490
34 1.7934002869
116 1.8355359765
157 1.9025875190
202 2.2603978300
252 2.2935779817
403 2.5987525988
551 2.6427061311
600 3.3875338753
1519 4.2087542088
2369 4.3252595156
5012 2.6427061311
evaluations raw_y
1 1.2690355330
3 1.5451174289
6 1.6600265604
17 1.7146776406
19 1.7934002869
26 1.9025875190
46 2.0259319287
191 2.0798668885
305 2.1663778163
427 2.2603978300
807 2.8344671202
1163 3.1172069825
1304 3.1806615776
2148 3.2467532468
3332 3.6231884058
5012 3.3156498674
evaluations raw_y
1 1.3572204126
7 1.9025875190
56 2.0259319287
133 2.0525451560
156 2.1079258010
186 2.1367521368
388 2.2281639929
403 2.5987525988
914 2.8868360277
4115 3.2467532468
5012 2.1079258010
evaluations raw_y
1 1.3572204126
4 1.4188422247
8 1.5923566879
15 1.6425755585
16 1.7934002869
39 2.2603978300
613 2.8868360277
1047 2.9411764706
1050 3.2467532468
1232 3.3156498674
1300 3.7993920973
5012 3.1806615776
evaluations raw_y
1 0.7263219059
3 1.6425755585
13 1.8573551263
79 1.9500780031
98 2.2603978300
115 2.3629489603
806 2.5987525988
858 2.7839643653
1030 2.8868360277
1211 3.2467532468
2096 3.4626038781
5012 3.3875338753
evaluations raw_y
1 1.0993843448
2 1.3935340022
6 1.5605493134
7 1.9025875190
10 2.0798668885
102 2.7839643653
1081 3.1806615776
1666 3.4626038781
3355 3.5410764873
5012 2.1367521368
evaluations raw_y
1 1.4318442153
2 1.6087516088
25 1.6254876463
36 1.9500780031
140 2.1968365554
375 2.5562372188
883 2.6427061311
1030 2.9411764706
1318 2.9976019185
1426 3.2467532468
1489 3.3156498674
2111 3.7091988131
2594 3.9936102236
2953 5.1867219917
5012 2.8868360277
evaluations raw_y
1 1.0271158587
3 2.0259319287
157 2.1079258010
317 2.1663778163
383 2.1968365554
703 2.2281639929
733 2.3629489603
776 2.4752475248
1024 2.5150905433
1033 2.5562372188
