evaluations raw_y
1 32.0000000000
72 34.0000000000
139 38.0000000000
180 40.0000000000
854 42.0000000000
989 44.0000000000
5004 28.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
3 30.0000000000
17 32.0000000000
64 34.0000000000
235 36.0000000000
289 38.0000000000
553 40.0000000000
940 42.0000000000
1075 44.0000000000
1703 48.0000000000
5004 26.0000000000
evaluations raw_y
1 28.0000000000
34 30.0000000000
128 32.0000000000
220 34.0000000000
279 38.0000000000
479 40.0000000000
598 42.0000000000
1089 44.0000000000
1151 46.0000000000
5004 24.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
10 34.0000000000
231 36.0000000000
243 38.0000000000
532 40.0000000000
676 42.0000000000
780 44.0000000000
5004 26.0000000000
evaluations raw_y
1 24.0000000000
3 30.0000000000
80 32.0000000000
141 36.0000000000
280 38.0000000000
412 40.0000000000
588 42.0000000000
1209 44.0000000000
5004 28.0000000000
evaluations raw_y
1 26.0000000000
6 28.0000000000
88 30.0000000000
121 34.0000000000
222 36.0000000000
415 38.0000000000
543 40.0000000000
700 42.0000000000
1048 44.0000000000
5004 28.0000000000
evaluations raw_y
1 26.0000000000
2 32.0000000000
80 34.0000000000
219 36.0000000000
382 38.0000000000
470 40.0000000000
720 42.0000000000
1199 44.0000000000
5004 26.0000000000
evaluations raw_y
1 20.0000000000
2 28.0000000000
3 34.0000000000
110 36.0000000000
270 38.0000000000
478 40.0000000000
1225 44.0000000000
1353 46.0000000000
2093 48.0000000000
5004 26.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
125 30.0000000000
160 32.0000000000
176 34.0000000000
180 36.0000000000
320 38.0000000000
344 40.0000000000
390 42.0000000000
1046 44.0000000000
5004 22.0000000000
evaluations raw_y
1 30.0000000000
6 34.0000000000
203 36.0000000000
289 38.0000000000
529 40.0000000000
816 42.0000000000
1018 44.0000000000
1116 46.0000000000
5004 14.0000000000
evaluations raw_y
1 22.0000000000
3 24.0000000000
8 28.0000000000
75 30.0000000000
105 32.0000000000
183 34.0000000000
194 36.0000000000
260 38.0000000000
313 42.0000000000
1037 44.0000000000
1859 46.0000000000
5004 24.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
58 30.0000000000
85 32.0000000000
117 34.0000000000
216 36.0000000000
229 38.0000000000
499 40.0000000000
630 42.0000000000
1974 44.0000000000
5004 28.0000000000
evaluations raw_y
1 22.0000000000
2 30.0000000000
7 32.0000000000
17 34.0000000000
73 36.0000000000
96 38.0000000000
146 40.0000000000
280 42.0000000000
440 44.0000000000
694 46.0000000000
5004 30.0000000000
evaluations raw_y
1 22.0000000000
3 32.0000000000
123 34.0000000000
262 36.0000000000
362 38.0000000000
511 40.0000000000
2111 42.0000000000
5004 18.0000000000
evaluations raw_y
1 28.0000000000
41 30.0000000000
49 32.0000000000
183 36.0000000000
431 38.0000000000
637 40.0000000000
696 42.0000000000
899 44.0000000000
1477 46.0000000000
5004 22.0000000000
evaluations raw_y
1 26.0000000000
2 30.0000000000
36 32.0000000000
144 34.0000000000
148 36.0000000000
561 38.0000000000
798 40.0000000000
1244 42.0000000000
1498 44.0000000000
5004 30.0000000000
evaluations raw_y
1 28.0000000000
3 32.0000000000
219 34.0000000000
250 36.0000000000
341 38.0000000000
431 40.0000000000
620 42.0000000000
916 44.0000000000
5004 28.0000000000
evaluations raw_y
1 28.0000000000
4 30.0000000000
7 32.0000000000
8 34.0000000000
15 36.0000000000
94 38.0000000000
122 40.0000000000
268 42.0000000000
1620 44.0000000000
5004 26.0000000000
evaluations raw_y
1 28.0000000000
10 30.0000000000
107 32.0000000000
166 34.0000000000
390 36.0000000000
529 38.0000000000
606 40.0000000000
1080 42.0000000000
5004 30.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 30.0000000000
9 32.0000000000
29 34.0000000000
49 36.0000000000
160 38.0000000000
232 40.0000000000
304 42.0000000000
451 44.0000000000
5004 26.0000000000
