evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
22 1.5923566879
28 1.8573551263
73 2.0525451560
142 2.0798668885
182 2.1663778163
205 2.2281639929
472 2.4752475248
899 2.6881720430
990 2.8344671202
1063 3.0562347188
1418 3.1806615776
2592 3.2467532468
5050 3.2467532468
evaluations raw_y
1 0.8218277449
2 1.0766580534
3 2.2281639929
189 2.2603978300
198 2.3277467412
480 2.3992322457
554 2.4366471735
571 2.9411764706
808 3.2467532468
1894 3.3875338753
2631 3.4626038781
3277 3.5410764873
3533 3.9936102236
3650 4.0983606557
5050 2.5562372188
evaluations raw_y
1 1.0271158587
2 1.2388503469
3 1.5151515152
6 1.9260400616
60 2.0525451560
68 2.2281639929
320 2.3992322457
378 2.5562372188
465 2.6427061311
576 2.6881720430
657 2.7839643653
1146 3.1806615776
5050 3.0562347188
evaluations raw_y
1 1.3340448239
10 1.5762925599
12 2.0000000000
142 2.5150905433
192 2.6881720430
1087 2.9411764706
2657 3.3156498674
5050 1.9500780031
evaluations raw_y
1 1.8796992481
5 2.0000000000
89 2.0259319287
159 2.3992322457
171 2.5150905433
545 2.5987525988
1623 2.6881720430
2032 2.7839643653
2132 2.8344671202
5050 2.8344671202
evaluations raw_y
1 0.7400828893
2 1.0620220901
3 1.0917030568
5 1.2195121951
6 1.4723203769
44 1.5451174289
56 1.6600265604
63 1.7531556802
123 1.8796992481
326 2.1079258010
378 2.1663778163
657 2.3992322457
769 2.7352297593
801 3.1172069825
1518 3.5410764873
5050 3.5410764873
evaluations raw_y
1 0.5960896519
2 0.6322711179
3 1.0766580534
7 1.0993843448
8 1.5923566879
17 1.7531556802
40 1.7934002869
67 1.9747235387
81 2.1367521368
399 2.6427061311
456 2.8344671202
1491 2.9411764706
1778 3.3875338753
5050 2.6427061311
evaluations raw_y
1 0.7196315486
2 1.4188422247
8 1.4585764294
19 1.6425755585
23 1.8796992481
42 2.1367521368
185 2.6427061311
547 3.0562347188
940 3.2467532468
5050 2.9411764706
evaluations raw_y
1 1.3812154696
9 1.4585764294
62 1.8573551263
248 1.9025875190
250 2.1079258010
251 2.2603978300
333 2.3992322457
534 2.4366471735
543 2.4752475248
609 2.7839643653
703 3.1806615776
2588 3.2467532468
5050 3.2467532468
evaluations raw_y
1 0.8132726090
3 1.3691128149
4 1.4450867052
8 1.9747235387
183 2.0525451560
211 2.3992322457
254 2.5150905433
381 2.7839643653
880 2.8868360277
1069 3.3875338753
1409 3.6231884058
1735 3.7993920973
5050 2.5562372188
evaluations raw_y
1 1.3340448239
12 1.4060742407
16 1.9025875190
111 1.9260400616
156 2.1079258010
163 2.2935779817
336 2.3629489603
675 2.3992322457
1009 2.5562372188
1339 2.5987525988
1531 2.7352297593
1634 2.7839643653
1828 2.8344671202
1841 2.9411764706
2489 3.1806615776
2568 3.3875338753
5050 2.5987525988
evaluations raw_y
1 0.5849321479
2 1.2007684918
5 1.2291052114
9 1.4723203769
34 1.5605493134
55 1.8573551263
74 2.0798668885
230 2.1968365554
260 2.3992322457
903 2.5562372188
1047 2.7352297593
1349 3.1806615776
1925 3.7993920973
2404 4.0983606557
5050 1.9025875190
evaluations raw_y
1 0.5499340079
2 0.6909894970
3 0.8218277449
4 1.6425755585
28 1.7730496454
33 1.9747235387
111 2.1367521368
154 2.3277467412
160 2.5987525988
639 3.4626038781
1762 3.7993920973
5050 3.7993920973
evaluations raw_y
1 1.3116474292
7 1.7146776406
24 2.3629489603
864 2.4752475248
1182 2.7839643653
2060 2.8344671202
2157 2.9976019185
2518 3.1806615776
2841 3.7091988131
5050 3.4626038781
evaluations raw_y
1 1.0692899914
2 1.2794268168
6 1.5923566879
10 1.6778523490
49 1.8573551263
316 2.0259319287
581 2.5150905433
1522 2.6427061311
2533 2.7352297593
3460 2.7839643653
3516 3.3156498674
5050 3.3156498674
evaluations raw_y
1 1.2100677638
2 1.4318442153
19 1.5605493134
23 1.5923566879
43 1.6087516088
48 1.6960651289
62 1.8355359765
69 1.8796992481
102 1.9025875190
124 2.2603978300
213 2.3277467412
231 2.4366471735
280 2.5150905433
366 2.5987525988
552 2.6881720430
796 2.7352297593
995 2.9976019185
1203 3.2467532468
1492 3.4626038781
1942 4.0983606557
5050 4.0983606557
evaluations raw_y
1 1.4060742407
16 1.4318442153
19 1.6960651289
28 1.8355359765
53 1.9747235387
258 2.5987525988
2335 2.6427061311
2385 2.7352297593
2765 2.9976019185
2988 3.0562347188
3183 3.1172069825
3245 3.1806615776
3391 3.2467532468
3811 3.6231884058
5050 3.2467532468
evaluations raw_y
1 0.9462528388
2 0.9944311854
6 1.3572204126
7 1.5151515152
9 1.9500780031
87 2.0000000000
90 2.1079258010
111 2.7352297593
944 3.0562347188
1517 3.1172069825
2027 3.3875338753
5050 2.1663778163
evaluations raw_y
1 1.4060742407
2 1.4863258026
3 1.7531556802
29 2.1367521368
230 2.3629489603
414 2.4366471735
530 2.6427061311
925 2.7352297593
1146 3.0562347188
1390 3.7091988131
5050 2.2935779817
evaluations raw_y
1 1.2195121951
3 1.2487512488
10 1.3007284079
27 1.6960651289
77 1.7337031900
93 2.0000000000
305 2.2603978300
308 2.8344671202
799 2.9411764706
1354 3.1806615776
1366 3.3875338753
2617 3.7091988131
2985 4.3252595156
5050 4.3252595156
