evaluations raw_y
1 24.0000000000
8 26.0000000000
9 28.0000000000
81 32.0000000000
538 34.0000000000
1678 36.0000000000
3153 38.0000000000
5002 16.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 26.0000000000
8 28.0000000000
10 30.0000000000
42 32.0000000000
5002 18.0000000000
evaluations raw_y
1 30.0000000000
191 32.0000000000
314 34.0000000000
5002 28.0000000000
evaluations raw_y
1 26.0000000000
4 28.0000000000
7 30.0000000000
1044 32.0000000000
1090 34.0000000000
4288 36.0000000000
5002 22.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
97 28.0000000000
414 30.0000000000
607 32.0000000000
1197 34.0000000000
2045 36.0000000000
4504 38.0000000000
5002 22.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
6 32.0000000000
9 34.0000000000
3477 38.0000000000
5002 24.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
963 30.0000000000
991 32.0000000000
1160 34.0000000000
1637 36.0000000000
5002 22.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
3 30.0000000000
283 32.0000000000
5002 22.0000000000
evaluations raw_y
1 28.0000000000
84 30.0000000000
106 32.0000000000
174 34.0000000000
205 36.0000000000
4296 38.0000000000
5002 22.0000000000
evaluations raw_y
1 30.0000000000
451 32.0000000000
484 34.0000000000
1048 36.0000000000
1098 38.0000000000
5002 24.0000000000
evaluations raw_y
1 20.0000000000
2 28.0000000000
3 30.0000000000
6 32.0000000000
142 34.0000000000
5002 20.0000000000
evaluations raw_y
1 26.0000000000
13 28.0000000000
32 30.0000000000
474 34.0000000000
5002 22.0000000000
evaluations raw_y
1 34.0000000000
5002 22.0000000000
evaluations raw_y
1 24.0000000000
2 28.0000000000
151 30.0000000000
453 32.0000000000
527 36.0000000000
5002 18.0000000000
evaluations raw_y
1 26.0000000000
114 28.0000000000
117 30.0000000000
137 32.0000000000
443 34.0000000000
1434 36.0000000000
4334 38.0000000000
5002 22.0000000000
evaluations raw_y
1 28.0000000000
11 30.0000000000
193 32.0000000000
2155 34.0000000000
5002 20.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 26.0000000000
11 28.0000000000
23 30.0000000000
366 32.0000000000
5002 24.0000000000
evaluations raw_y
1 24.0000000000
2 32.0000000000
805 34.0000000000
2456 38.0000000000
5002 28.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
4 30.0000000000
847 32.0000000000
5002 20.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
5 28.0000000000
48 30.0000000000
5002 20.0000000000
