evaluations raw_y
1 32.0000000000
12 34.0000000000
36 36.0000000000
64 38.0000000000
94 40.0000000000
166 42.0000000000
591 44.0000000000
5016 36.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
9 30.0000000000
22 32.0000000000
53 34.0000000000
66 36.0000000000
95 38.0000000000
118 40.0000000000
2600 42.0000000000
5016 36.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
30 32.0000000000
61 34.0000000000
62 36.0000000000
114 38.0000000000
134 40.0000000000
259 42.0000000000
5016 40.0000000000
evaluations raw_y
1 28.0000000000
25 32.0000000000
33 34.0000000000
78 38.0000000000
132 40.0000000000
5016 40.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
6 28.0000000000
19 30.0000000000
39 32.0000000000
61 34.0000000000
75 36.0000000000
93 38.0000000000
174 40.0000000000
227 42.0000000000
2671 44.0000000000
5016 42.0000000000
evaluations raw_y
1 20.0000000000
2 32.0000000000
48 34.0000000000
63 36.0000000000
66 38.0000000000
104 40.0000000000
157 42.0000000000
231 44.0000000000
5016 42.0000000000
evaluations raw_y
1 26.0000000000
4 30.0000000000
9 34.0000000000
16 36.0000000000
94 38.0000000000
130 40.0000000000
428 42.0000000000
5016 42.0000000000
evaluations raw_y
1 30.0000000000
34 32.0000000000
91 34.0000000000
123 36.0000000000
190 38.0000000000
315 40.0000000000
2046 42.0000000000
5016 40.0000000000
evaluations raw_y
1 22.0000000000
4 24.0000000000
5 26.0000000000
6 30.0000000000
35 32.0000000000
76 34.0000000000
117 36.0000000000
120 38.0000000000
181 40.0000000000
2463 42.0000000000
5016 42.0000000000
evaluations raw_y
1 28.0000000000
9 32.0000000000
33 34.0000000000
89 36.0000000000
110 38.0000000000
2190 40.0000000000
2579 42.0000000000
5016 38.0000000000
evaluations raw_y
1 26.0000000000
3 30.0000000000
22 32.0000000000
29 34.0000000000
90 36.0000000000
125 38.0000000000
141 40.0000000000
172 42.0000000000
4055 44.0000000000
5016 42.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
3 32.0000000000
10 34.0000000000
65 36.0000000000
100 38.0000000000
165 40.0000000000
2659 42.0000000000
3619 44.0000000000
5016 42.0000000000
evaluations raw_y
1 26.0000000000
3 34.0000000000
45 36.0000000000
104 38.0000000000
178 40.0000000000
265 42.0000000000
5016 40.0000000000
evaluations raw_y
1 24.0000000000
4 30.0000000000
8 32.0000000000
21 34.0000000000
44 36.0000000000
58 38.0000000000
100 40.0000000000
188 42.0000000000
5016 40.0000000000
evaluations raw_y
1 34.0000000000
51 38.0000000000
70 40.0000000000
362 42.0000000000
5016 42.0000000000
evaluations raw_y
1 28.0000000000
7 30.0000000000
8 32.0000000000
35 36.0000000000
95 38.0000000000
180 40.0000000000
186 42.0000000000
5016 40.0000000000
evaluations raw_y
1 28.0000000000
16 30.0000000000
21 32.0000000000
25 36.0000000000
64 38.0000000000
109 40.0000000000
122 42.0000000000
213 44.0000000000
5016 44.0000000000
evaluations raw_y
1 28.0000000000
17 30.0000000000
26 36.0000000000
41 38.0000000000
92 40.0000000000
169 42.0000000000
2197 44.0000000000
5016 40.0000000000
evaluations raw_y
1 28.0000000000
18 32.0000000000
48 34.0000000000
64 36.0000000000
135 38.0000000000
270 40.0000000000
1300 42.0000000000
5016 42.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
19 34.0000000000
33 40.0000000000
68 42.0000000000
136 44.0000000000
5016 42.0000000000
