evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
5 1.8142235123
16 2.1663778163
71 2.3992322457
81 2.6427061311
128 2.7352297593
156 3.1806615776
248 3.2467532468
370 3.7993920973
1914 4.0983606557
5016 2.5562372188
evaluations raw_y
1 1.0993843448
5 1.8573551263
42 2.7352297593
276 2.7839643653
5016 2.7839643653
evaluations raw_y
1 1.4585764294
10 1.5451174289
28 1.7730496454
39 1.7934002869
51 1.9260400616
106 2.0000000000
131 2.2603978300
175 2.2935779817
219 2.3277467412
230 2.5150905433
262 2.9976019185
864 3.1806615776
5016 3.1806615776
evaluations raw_y
1 1.2794268168
4 1.5006002401
23 1.6087516088
34 1.8796992481
70 1.9025875190
178 1.9260400616
208 2.2935779817
326 2.5150905433
1144 2.6427061311
1285 2.7839643653
2545 3.1172069825
5016 2.8868360277
evaluations raw_y
1 1.3691128149
6 1.6087516088
9 1.8355359765
27 2.3629489603
92 2.6881720430
3354 2.7352297593
3920 2.7839643653
5016 2.7839643653
evaluations raw_y
1 0.8305647841
3 0.9944311854
6 1.0917030568
7 1.4450867052
21 1.6087516088
30 2.0259319287
53 2.3277467412
103 2.6881720430
340 2.7352297593
722 2.8868360277
1451 3.1806615776
1936 3.3156498674
1940 3.7993920973
5016 3.3156498674
evaluations raw_y
1 0.6702412869
2 0.8007687380
3 1.0339123242
4 1.0477787091
5 1.5299877601
6 1.5762925599
11 1.6600265604
24 1.6960651289
25 2.0000000000
88 2.0525451560
141 2.0798668885
162 2.1079258010
175 2.1663778163
239 2.1968365554
259 2.5987525988
345 2.9976019185
396 3.0562347188
511 3.1172069825
5016 1.6600265604
evaluations raw_y
1 1.6960651289
13 2.6427061311
33 2.7839643653
181 2.8868360277
336 3.3875338753
798 3.4626038781
851 3.5410764873
1443 3.7091988131
5016 2.8868360277
evaluations raw_y
1 1.3455328310
2 1.5299877601
22 2.1663778163
70 2.2935779817
145 2.4752475248
241 2.5150905433
249 2.5562372188
341 2.8868360277
423 3.7091988131
5016 2.4366471735
evaluations raw_y
1 1.0072522160
2 1.2291052114
4 1.2487512488
12 1.5299877601
22 1.8142235123
70 1.8355359765
142 2.2281639929
179 2.8868360277
852 3.1806615776
5016 2.6881720430
evaluations raw_y
1 0.5404236922
2 1.0841283608
7 1.3455328310
9 1.7146776406
33 2.2281639929
181 2.3277467412
493 2.4752475248
1238 2.5150905433
1607 2.5562372188
1642 2.6427061311
1735 2.7839643653
1825 3.0562347188
1974 3.4626038781
2333 3.7993920973
2534 4.0983606557
5016 2.9976019185
evaluations raw_y
1 1.0841283608
2 1.3455328310
4 1.9025875190
50 2.0525451560
61 2.1968365554
262 2.3992322457
276 2.5987525988
466 2.9976019185
594 3.2467532468
652 3.4626038781
5016 2.3992322457
evaluations raw_y
1 1.3007284079
2 1.5605493134
7 1.9747235387
80 2.0525451560
130 2.1968365554
148 2.3277467412
158 2.4366471735
309 2.5150905433
310 2.8344671202
389 2.9976019185
5016 2.0000000000
evaluations raw_y
1 1.1071744907
6 1.1312217195
10 1.8573551263
22 2.1663778163
30 2.2935779817
43 2.8868360277
78 2.9411764706
337 3.7091988131
5016 2.9976019185
evaluations raw_y
1 1.0766580534
2 1.1825922422
8 1.4723203769
19 1.6087516088
29 1.9260400616
72 1.9747235387
90 2.1079258010
94 2.1968365554
141 2.2281639929
145 2.3629489603
183 3.3156498674
5016 2.1968365554
evaluations raw_y
1 1.0072522160
2 1.0993843448
5 1.2487512488
7 1.3812154696
8 1.4450867052
17 1.4723203769
32 1.5451174289
37 1.6087516088
38 1.6778523490
61 1.7146776406
66 1.7531556802
86 2.0000000000
165 2.1079258010
199 2.1663778163
224 2.2281639929
262 2.2935779817
273 2.3629489603
287 2.9976019185
2051 3.1172069825
4956 3.4626038781
5016 1.5006002401
evaluations raw_y
1 1.6254876463
44 2.0259319287
754 2.0798668885
947 2.1367521368
964 2.2603978300
1087 2.3629489603
1213 2.4366471735
1228 2.9411764706
2264 3.0562347188
5016 3.0562347188
evaluations raw_y
1 0.6453278265
2 1.1737089202
3 1.7146776406
64 2.2281639929
109 2.3277467412
134 2.5150905433
162 2.5562372188
511 2.5987525988
731 2.7839643653
1246 3.0562347188
5016 3.0562347188
evaluations raw_y
1 1.4060742407
3 1.4863258026
4 1.6778523490
13 1.7730496454
17 1.8573551263
41 1.9500780031
48 2.5562372188
163 2.6881720430
206 2.9976019185
262 3.1172069825
284 3.7091988131
5016 2.7839643653
evaluations raw_y
1 1.2588116818
2 1.3455328310
3 2.1079258010
72 2.1968365554
115 2.5987525988
162 2.6427061311
187 2.9411764706
1404 3.2467532468
3321 3.3156498674
4189 3.7091988131
5016 2.4752475248
