evaluations raw_y
1 0.8048937540
2 0.9077705156
3 1.3340448239
9 1.4863258026
19 1.8573551263
335 1.9500780031
2528 2.0525451560
5002 1.5151515152
evaluations raw_y
1 1.2100677638
3 1.7337031900
73 2.0525451560
333 2.0798668885
1331 2.7839643653
5002 0.6480041472
evaluations raw_y
1 0.8132726090
2 0.9462528388
3 1.2899896801
4 1.5006002401
25 1.6778523490
26 1.8573551263
41 1.9260400616
171 2.0000000000
362 2.1079258010
609 2.1968365554
5002 1.3935340022
evaluations raw_y
1 0.7297139521
2 1.6600265604
21 1.7730496454
820 1.9025875190
5002 0.2981159075
evaluations raw_y
1 1.5151515152
2 2.1663778163
20 2.2935779817
1606 3.0562347188
5002 0.7163323782
evaluations raw_y
1 1.1394712853
2 1.7531556802
11 1.8355359765
634 1.8573551263
1546 2.0259319287
2000 2.3629489603
2217 2.5562372188
5002 0.8532423208
evaluations raw_y
1 0.9944311854
2 1.4318442153
15 1.4585764294
20 1.9260400616
42 2.3277467412
2674 2.3629489603
4574 2.6427061311
4629 2.6881720430
5002 1.0271158587
evaluations raw_y
1 1.0548523207
2 1.5762925599
18 1.8573551263
25 2.0798668885
45 2.4752475248
1065 2.5150905433
1199 2.7839643653
1466 2.8344671202
5002 0.4621072089
evaluations raw_y
1 0.9405568096
3 0.9819324430
6 1.3116474292
15 1.4450867052
18 1.6425755585
28 2.2603978300
35 2.3992322457
341 2.5150905433
720 2.6881720430
5002 1.0692899914
evaluations raw_y
1 1.3691128149
7 1.5299877601
165 1.6254876463
171 1.7146776406
256 1.7337031900
283 1.9025875190
343 1.9500780031
727 2.0000000000
960 2.0525451560
1072 2.1968365554
1512 2.2603978300
1748 2.2935779817
1831 2.3277467412
5002 0.9184423218
evaluations raw_y
1 1.0339123242
2 1.1071744907
3 1.4188422247
17 1.4863258026
83 1.5006002401
514 1.6425755585
519 1.6600265604
751 2.0259319287
1169 2.2935779817
5002 0.5258729491
evaluations raw_y
1 1.0766580534
3 1.6778523490
20 1.9025875190
22 2.1079258010
33 2.4366471735
5002 1.3227513228
evaluations raw_y
1 1.1916110582
6 1.4318442153
11 1.6087516088
36 1.7730496454
141 2.0525451560
786 2.2281639929
858 2.3992322457
2689 2.6881720430
5002 0.4718761797
evaluations raw_y
1 0.7002801120
2 0.7654623393
3 1.0917030568
5 1.5605493134
7 1.7934002869
115 2.1663778163
367 2.1968365554
1914 2.2281639929
2081 2.3629489603
2532 2.4752475248
5002 0.5763024435
evaluations raw_y
1 0.9819324430
2 1.2100677638
3 1.3812154696
5 1.4450867052
11 1.4585764294
23 1.8796992481
494 2.3992322457
5002 1.4450867052
evaluations raw_y
1 0.7617306520
2 0.7886435331
4 1.3227513228
6 1.4585764294
26 1.4863258026
49 1.5451174289
83 2.3629489603
1215 2.5150905433
2737 2.5987525988
5002 0.6561679790
evaluations raw_y
1 1.1649580615
7 1.6087516088
155 1.6254876463
264 1.6600265604
265 1.8142235123
597 1.9260400616
604 1.9747235387
2369 2.2603978300
4095 2.6427061311
5002 1.3227513228
evaluations raw_y
1 1.5151515152
3 1.7146776406
9 1.7531556802
52 2.0000000000
85 2.2935779817
5002 0.7543753772
evaluations raw_y
1 1.3691128149
3 1.4863258026
6 1.5151515152
13 1.8355359765
25 1.8573551263
533 2.0798668885
774 2.1968365554
5002 0.6819421713
evaluations raw_y
1 1.4863258026
4 2.2281639929
2164 2.3992322457
5002 0.6426735219
