evaluations raw_y
1 20.0000000000
2 30.0000000000
10 32.0000000000
63 34.0000000000
218 36.0000000000
5005 28.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
9 28.0000000000
43 30.0000000000
48 32.0000000000
76 36.0000000000
1115 38.0000000000
5005 24.0000000000
evaluations raw_y
1 32.0000000000
527 34.0000000000
604 36.0000000000
1708 38.0000000000
5005 24.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
8 28.0000000000
25 32.0000000000
82 34.0000000000
1288 36.0000000000
5005 26.0000000000
evaluations raw_y
1 28.0000000000
12 30.0000000000
51 32.0000000000
66 34.0000000000
2620 36.0000000000
3394 38.0000000000
5005 24.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
10 30.0000000000
43 32.0000000000
245 34.0000000000
1702 36.0000000000
2952 38.0000000000
5005 36.0000000000
evaluations raw_y
1 26.0000000000
3 30.0000000000
9 32.0000000000
15 34.0000000000
562 36.0000000000
5005 22.0000000000
evaluations raw_y
1 26.0000000000
5 30.0000000000
74 32.0000000000
240 34.0000000000
1852 36.0000000000
4015 38.0000000000
5005 24.0000000000
evaluations raw_y
1 18.0000000000
2 30.0000000000
65 32.0000000000
296 36.0000000000
5005 24.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
4 30.0000000000
15 32.0000000000
190 34.0000000000
460 36.0000000000
5005 22.0000000000
evaluations raw_y
1 26.0000000000
5 28.0000000000
21 30.0000000000
188 32.0000000000
190 34.0000000000
779 38.0000000000
5005 22.0000000000
evaluations raw_y
1 24.0000000000
2 34.0000000000
1746 38.0000000000
5005 32.0000000000
evaluations raw_y
1 20.0000000000
2 28.0000000000
8 30.0000000000
346 32.0000000000
379 34.0000000000
954 36.0000000000
5005 26.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
13 32.0000000000
15 34.0000000000
605 38.0000000000
5005 24.0000000000
evaluations raw_y
1 20.0000000000
2 28.0000000000
11 30.0000000000
40 32.0000000000
469 34.0000000000
992 36.0000000000
3439 38.0000000000
5005 28.0000000000
evaluations raw_y
1 26.0000000000
4 30.0000000000
24 32.0000000000
248 34.0000000000
323 36.0000000000
4400 38.0000000000
5005 28.0000000000
evaluations raw_y
1 28.0000000000
4 30.0000000000
12 32.0000000000
1238 36.0000000000
5005 26.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
509 32.0000000000
539 34.0000000000
1070 36.0000000000
4693 38.0000000000
5005 18.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 28.0000000000
4 30.0000000000
19 32.0000000000
78 34.0000000000
126 36.0000000000
3358 38.0000000000
5005 32.0000000000
evaluations raw_y
1 28.0000000000
18 30.0000000000
19 32.0000000000
114 34.0000000000
341 36.0000000000
5005 20.0000000000
