evaluations raw_y
1 1.2690355330
10 1.6600265604
19 2.0525451560
24 2.1663778163
34 2.6881720430
592 2.9976019185
595 3.3156498674
1582 3.5410764873
5001 1.8355359765
evaluations raw_y
1 1.6778523490
7 2.0798668885
10 2.2281639929
241 2.3629489603
383 2.3992322457
546 3.0562347188
5001 1.3455328310
evaluations raw_y
1 1.6778523490
3 2.0525451560
39 2.0798668885
42 2.1663778163
43 2.2281639929
47 2.3277467412
618 2.3629489603
723 2.4366471735
991 2.5150905433
1519 2.6427061311
1605 2.6881720430
1875 2.7839643653
2651 3.0562347188
2683 3.1172069825
2685 3.5410764873
5001 1.6254876463
evaluations raw_y
1 1.4060742407
5 1.4188422247
7 1.6087516088
12 2.1968365554
192 2.2935779817
236 2.4366471735
286 2.5987525988
515 2.7352297593
545 2.8344671202
641 3.3875338753
5001 1.6087516088
evaluations raw_y
1 0.7966857871
2 0.9819324430
3 1.2899896801
21 1.3455328310
27 1.4723203769
28 1.7146776406
32 1.7531556802
33 1.8796992481
49 1.9500780031
53 2.0259319287
54 2.4752475248
64 2.8344671202
2217 2.8868360277
4671 3.1172069825
4674 3.5410764873
5001 2.1079258010
evaluations raw_y
1 0.6374298827
2 1.0548523207
4 1.2195121951
7 1.3007284079
11 2.1968365554
40 2.3992322457
64 2.7839643653
133 2.8344671202
139 3.4626038781
2645 3.7993920973
2648 3.8940809969
5001 1.6778523490
evaluations raw_y
1 1.0008006405
2 1.3007284079
3 1.4318442153
7 1.5451174289
32 1.5605493134
40 1.7531556802
47 2.2603978300
84 2.6427061311
125 2.9976019185
1384 3.0562347188
2339 3.1806615776
4384 3.5410764873
5001 1.8355359765
evaluations raw_y
1 0.6480041472
2 1.1916110582
3 1.6600265604
12 1.8142235123
26 1.8796992481
51 1.9260400616
52 2.2935779817
67 2.4752475248
108 2.8344671202
183 2.9411764706
1436 3.0562347188
3672 3.1806615776
5001 1.6778523490
evaluations raw_y
1 0.5276487970
2 1.0072522160
3 1.1071744907
16 1.1737089202
25 1.4188422247
33 1.4318442153
34 1.5451174289
38 1.8142235123
42 1.9500780031
46 2.5150905433
395 2.7839643653
635 3.0562347188
5001 2.5562372188
evaluations raw_y
1 0.9130752374
2 1.0008006405
3 1.1737089202
6 1.2899896801
13 1.3812154696
16 1.6254876463
54 1.6960651289
65 1.8142235123
73 2.2281639929
75 2.3629489603
198 2.6881720430
207 2.8344671202
470 3.1172069825
476 3.1806615776
644 3.3875338753
2663 3.4626038781
5001 1.1394712853
evaluations raw_y
1 0.6561679790
2 0.7886435331
3 0.8007687380
11 0.8350033400
13 0.9697439876
19 0.9758001561
24 1.0407993339
26 1.2588116818
48 1.6425755585
89 1.7730496454
132 1.8796992481
159 2.0259319287
164 2.0798668885
173 2.2603978300
179 2.5150905433
210 2.5562372188
217 2.5987525988
219 2.6881720430
361 2.7352297593
393 2.8344671202
406 2.8868360277
701 2.9411764706
2420 2.9976019185
3054 3.1806615776
5001 1.3340448239
evaluations raw_y
1 0.8821453776
2 1.0477787091
7 1.3227513228
12 1.3572204126
27 1.3691128149
30 1.6254876463
38 2.1079258010
74 2.1367521368
122 2.2603978300
294 2.3992322457
295 2.4366471735
298 2.8868360277
821 2.9411764706
835 3.1806615776
5001 1.6087516088
evaluations raw_y
1 0.6617257808
2 1.3572204126
10 1.6778523490
16 2.5562372188
21 2.6427061311
483 2.6881720430
498 2.8344671202
1228 2.9976019185
1449 3.3875338753
5001 1.8573551263
evaluations raw_y
1 1.0008006405
3 1.2690355330
9 1.3455328310
17 1.3572204126
18 1.6425755585
28 1.7730496454
38 2.0525451560
41 2.1079258010
52 2.4366471735
227 2.5150905433
899 2.6427061311
956 2.7352297593
957 3.1172069825
3578 3.3875338753
5001 1.0692899914
evaluations raw_y
1 0.6006727535
2 1.4450867052
4 1.7531556802
49 2.1663778163
57 2.3277467412
108 2.5562372188
110 2.7352297593
123 3.1172069825
1492 3.2467532468
5001 1.9260400616
evaluations raw_y
1 1.3227513228
6 1.5006002401
22 1.5762925599
35 1.7934002869
40 1.8355359765
49 2.0000000000
50 2.2603978300
65 2.2935779817
142 2.5562372188
240 2.6881720430
255 2.7352297593
797 2.7839643653
804 2.9411764706
5001 1.6960651289
evaluations raw_y
1 1.8355359765
18 2.2935779817
299 2.3992322457
344 2.4366471735
354 2.9411764706
1417 2.9976019185
1445 3.1806615776
4729 3.2467532468
5001 1.4585764294
evaluations raw_y
1 1.5923566879
10 1.6425755585
35 1.7146776406
56 2.0000000000
64 2.1367521368
74 2.1968365554
80 2.5150905433
124 2.7839643653
133 2.9976019185
1248 3.0562347188
1585 3.1172069825
3011 3.4626038781
5001 1.5151515152
evaluations raw_y
1 0.9578544061
2 1.3691128149
7 1.4863258026
13 1.6778523490
18 1.8573551263
20 2.1663778163
22 2.5150905433
243 2.5987525988
562 2.6427061311
633 2.8868360277
3199 3.0562347188
3208 3.4626038781
5001 2.2603978300
evaluations raw_y
1 0.7580351728
2 1.0072522160
3 1.3116474292
10 1.3227513228
11 1.5151515152
14 1.5923566879
18 1.9500780031
23 2.0798668885
33 2.1079258010
43 2.1968365554
107 2.2935779817
177 2.4752475248
180 2.5987525988
942 2.6881720430
1030 2.8868360277
2222 2.9976019185
3056 3.1806615776
5001 1.8573551263
