evaluations raw_y
1 32.0000000000
40 34.0000000000
46 36.0000000000
157 38.0000000000
349 40.0000000000
575 42.0000000000
1725 44.0000000000
5052 38.0000000000
evaluations raw_y
1 26.0000000000
7 28.0000000000
11 30.0000000000
53 32.0000000000
116 34.0000000000
171 36.0000000000
274 38.0000000000
314 40.0000000000
543 42.0000000000
1067 44.0000000000
1495 46.0000000000
5052 44.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
3 28.0000000000
5 32.0000000000
23 36.0000000000
226 38.0000000000
463 40.0000000000
672 42.0000000000
967 44.0000000000
5052 36.0000000000
evaluations raw_y
1 24.0000000000
3 26.0000000000
8 30.0000000000
9 32.0000000000
14 34.0000000000
96 36.0000000000
252 42.0000000000
562 44.0000000000
871 46.0000000000
5052 40.0000000000
evaluations raw_y
1 32.0000000000
2 34.0000000000
77 36.0000000000
286 38.0000000000
452 40.0000000000
705 42.0000000000
1248 44.0000000000
4267 46.0000000000
5052 46.0000000000
evaluations raw_y
1 32.0000000000
28 34.0000000000
106 36.0000000000
368 38.0000000000
518 40.0000000000
881 42.0000000000
4139 44.0000000000
5052 42.0000000000
evaluations raw_y
1 34.0000000000
199 36.0000000000
436 38.0000000000
788 40.0000000000
1797 42.0000000000
4910 44.0000000000
5052 40.0000000000
evaluations raw_y
1 30.0000000000
29 32.0000000000
106 34.0000000000
181 36.0000000000
235 38.0000000000
290 40.0000000000
544 42.0000000000
807 44.0000000000
5052 44.0000000000
evaluations raw_y
1 14.0000000000
2 26.0000000000
3 28.0000000000
35 30.0000000000
66 32.0000000000
96 34.0000000000
224 36.0000000000
450 38.0000000000
602 40.0000000000
1826 42.0000000000
2635 44.0000000000
5052 42.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
6 30.0000000000
13 32.0000000000
101 36.0000000000
163 38.0000000000
363 40.0000000000
622 44.0000000000
5052 42.0000000000
evaluations raw_y
1 30.0000000000
52 34.0000000000
194 36.0000000000
289 40.0000000000
448 42.0000000000
838 44.0000000000
1285 46.0000000000
1662 48.0000000000
5052 42.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
12 32.0000000000
142 34.0000000000
193 36.0000000000
365 38.0000000000
765 40.0000000000
1188 42.0000000000
1619 44.0000000000
2689 46.0000000000
5052 36.0000000000
evaluations raw_y
1 20.0000000000
2 28.0000000000
9 36.0000000000
406 38.0000000000
907 40.0000000000
1315 42.0000000000
3831 44.0000000000
5052 40.0000000000
evaluations raw_y
1 26.0000000000
5 28.0000000000
9 32.0000000000
99 34.0000000000
246 36.0000000000
327 38.0000000000
391 40.0000000000
562 42.0000000000
1485 44.0000000000
2165 46.0000000000
5052 40.0000000000
evaluations raw_y
1 30.0000000000
13 32.0000000000
155 34.0000000000
429 36.0000000000
569 38.0000000000
923 40.0000000000
1555 42.0000000000
1693 44.0000000000
5052 38.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
4 30.0000000000
67 32.0000000000
235 34.0000000000
413 36.0000000000
449 38.0000000000
623 40.0000000000
853 42.0000000000
1549 44.0000000000
1820 46.0000000000
5052 40.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
9 34.0000000000
262 38.0000000000
700 40.0000000000
853 42.0000000000
5052 38.0000000000
evaluations raw_y
1 24.0000000000
3 28.0000000000
25 32.0000000000
125 34.0000000000
270 36.0000000000
370 38.0000000000
439 42.0000000000
693 44.0000000000
2867 46.0000000000
5052 44.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
12 30.0000000000
21 32.0000000000
104 34.0000000000
241 36.0000000000
323 38.0000000000
445 40.0000000000
466 42.0000000000
1949 44.0000000000
5052 42.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
3 28.0000000000
7 36.0000000000
140 38.0000000000
286 40.0000000000
880 42.0000000000
1960 44.0000000000
2297 46.0000000000
5052 42.0000000000
