evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
15 1.6425755585
17 1.9747235387
26 2.3992322457
300 2.5150905433
349 2.5562372188
420 2.7839643653
520 2.9976019185
629 3.0562347188
688 3.1172069825
767 3.2467532468
1194 3.3156498674
5052 3.3156498674
evaluations raw_y
1 1.0692899914
4 1.8142235123
73 1.9025875190
167 1.9500780031
245 2.0798668885
596 2.1663778163
668 2.4366471735
1122 2.8344671202
5052 2.0525451560
evaluations raw_y
1 1.4585764294
4 1.4723203769
21 1.5605493134
51 1.7730496454
68 1.9260400616
190 2.0525451560
193 2.0798668885
292 2.2935779817
800 2.3992322457
1051 2.4366471735
1248 2.6881720430
2402 2.7352297593
2499 3.1806615776
5052 2.0000000000
evaluations raw_y
1 0.8175277959
2 1.3455328310
7 1.4450867052
13 1.4863258026
26 1.7531556802
88 1.9747235387
98 2.2281639929
165 2.2935779817
746 2.3277467412
1063 2.5987525988
1425 2.6427061311
2355 2.7839643653
5052 1.4188422247
evaluations raw_y
1 0.8626639061
3 1.2794268168
11 1.3691128149
20 1.5762925599
21 1.6425755585
27 2.1367521368
118 2.1663778163
208 2.3277467412
563 2.7352297593
665 2.8868360277
802 3.1172069825
1131 3.3156498674
3248 3.3875338753
5052 3.3875338753
evaluations raw_y
1 1.3007284079
18 1.3455328310
25 1.4318442153
35 1.7337031900
151 1.7934002869
157 1.8355359765
181 1.9260400616
182 2.1663778163
448 2.3629489603
541 2.6427061311
789 2.6881720430
1003 2.7352297593
1102 2.7839643653
1148 2.9411764706
1188 3.3156498674
5052 3.3156498674
evaluations raw_y
1 0.9944311854
2 1.3340448239
4 1.5299877601
19 1.5605493134
23 1.6254876463
47 1.7531556802
80 2.1079258010
226 3.5410764873
1416 3.7091988131
2032 3.8940809969
5052 1.8796992481
evaluations raw_y
1 0.6909894970
2 1.0993843448
3 1.3691128149
10 1.5762925599
13 1.8355359765
138 1.9500780031
145 2.0525451560
228 2.2281639929
383 2.6881720430
500 2.8344671202
571 3.0562347188
625 3.4626038781
872 3.5410764873
1736 3.6231884058
2133 3.7091988131
2781 3.9936102236
3793 4.2087542088
5052 4.2087542088
evaluations raw_y
1 0.7263219059
2 1.0766580534
3 1.4318442153
4 1.6254876463
31 1.7531556802
83 2.0525451560
192 2.3277467412
341 2.4366471735
473 2.4752475248
627 2.7352297593
697 2.7839643653
783 2.9976019185
898 3.1806615776
916 3.7091988131
1052 4.2087542088
5052 4.2087542088
evaluations raw_y
1 0.5983724270
2 1.0407993339
9 1.2588116818
13 1.6600265604
18 1.6960651289
21 1.7934002869
68 2.1079258010
105 2.2281639929
359 2.3992322457
1189 2.6427061311
2109 2.7839643653
3011 2.9976019185
3467 3.3156498674
4045 3.5410764873
5052 3.5410764873
evaluations raw_y
1 2.3629489603
1246 2.5562372188
5052 1.2388503469
evaluations raw_y
1 1.1312217195
2 1.4188422247
3 1.5451174289
6 1.6425755585
8 1.7337031900
565 1.7531556802
751 1.8355359765
758 2.2281639929
1027 2.5987525988
1138 2.6881720430
1166 2.8344671202
1348 2.8868360277
1372 2.9411764706
1432 3.3875338753
1648 3.8940809969
5052 3.8940809969
evaluations raw_y
1 0.9881422925
3 1.1478420569
4 1.4188422247
5 1.4450867052
16 1.5299877601
34 1.6425755585
106 2.0259319287
237 2.2281639929
332 2.3629489603
409 2.7839643653
4279 2.8344671202
4717 2.8868360277
5052 1.4318442153
evaluations raw_y
1 1.8142235123
140 1.8355359765
162 1.8573551263
206 1.9747235387
313 2.0000000000
359 2.3277467412
586 2.3629489603
792 3.2467532468
1844 3.6231884058
5052 3.6231884058
evaluations raw_y
1 2.1367521368
201 2.1663778163
355 2.2603978300
1986 2.4366471735
2324 2.6427061311
2662 2.8344671202
4214 3.0562347188
4478 3.3156498674
5052 2.1663778163
evaluations raw_y
1 1.6778523490
8 1.6960651289
63 1.7531556802
109 1.7730496454
147 2.1079258010
771 2.4752475248
1783 2.5150905433
2290 2.8344671202
3175 3.4626038781
3801 3.6231884058
5052 3.6231884058
evaluations raw_y
1 0.7229612493
2 0.9462528388
4 1.1478420569
8 1.5299877601
14 1.7146776406
23 2.0798668885
162 2.1663778163
163 2.6427061311
609 2.6881720430
620 2.8344671202
746 3.5410764873
5052 3.5410764873
evaluations raw_y
1 1.1071744907
2 1.3691128149
3 1.5923566879
9 1.8142235123
10 2.1079258010
495 2.1968365554
968 2.2281639929
1435 2.3992322457
2451 2.5150905433
4446 2.5562372188
4531 2.6881720430
5021 2.7352297593
5052 1.0917030568
evaluations raw_y
1 1.1737089202
3 1.2487512488
4 1.4060742407
5 1.8355359765
83 2.0525451560
808 2.1367521368
1372 2.3629489603
2072 2.7352297593
2283 3.3156498674
5052 2.0798668885
evaluations raw_y
1 1.2588116818
2 1.3935340022
3 1.7730496454
33 1.8796992481
146 1.9747235387
205 2.0525451560
374 2.1968365554
473 2.2603978300
684 2.3629489603
900 2.4366471735
1030 2.6881720430
1131 2.7352297593
1147 2.8344671202
1371 3.2467532468
1670 3.3156498674
5052 3.3156498674
