evaluations raw_y
1 32.0000000000
17 34.0000000000
129 36.0000000000
223 38.0000000000
286 40.0000000000
435 42.0000000000
1001 44.0000000000
2050 46.0000000000
5052 30.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
29 32.0000000000
117 34.0000000000
177 38.0000000000
252 40.0000000000
478 42.0000000000
622 44.0000000000
781 46.0000000000
1924 48.0000000000
5052 28.0000000000
evaluations raw_y
1 24.0000000000
2 30.0000000000
3 32.0000000000
101 34.0000000000
191 38.0000000000
430 40.0000000000
530 42.0000000000
3352 44.0000000000
5052 32.0000000000
evaluations raw_y
1 14.0000000000
2 22.0000000000
5 24.0000000000
6 26.0000000000
13 28.0000000000
16 30.0000000000
98 32.0000000000
108 34.0000000000
231 38.0000000000
434 40.0000000000
495 42.0000000000
686 44.0000000000
890 46.0000000000
1217 48.0000000000
3292 50.0000000000
5052 30.0000000000
evaluations raw_y
1 26.0000000000
4 28.0000000000
28 32.0000000000
40 34.0000000000
182 36.0000000000
279 38.0000000000
388 40.0000000000
514 42.0000000000
863 44.0000000000
5052 32.0000000000
evaluations raw_y
1 26.0000000000
2 30.0000000000
25 32.0000000000
37 34.0000000000
125 38.0000000000
254 40.0000000000
392 42.0000000000
651 44.0000000000
5052 32.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
12 30.0000000000
19 32.0000000000
110 36.0000000000
326 38.0000000000
420 40.0000000000
522 42.0000000000
744 44.0000000000
913 46.0000000000
5052 34.0000000000
evaluations raw_y
1 14.0000000000
2 20.0000000000
3 32.0000000000
52 36.0000000000
528 38.0000000000
621 40.0000000000
848 42.0000000000
1005 44.0000000000
1951 46.0000000000
5052 34.0000000000
evaluations raw_y
1 22.0000000000
3 26.0000000000
4 28.0000000000
5 32.0000000000
86 34.0000000000
112 36.0000000000
211 38.0000000000
257 40.0000000000
499 42.0000000000
601 44.0000000000
717 46.0000000000
5052 32.0000000000
evaluations raw_y
1 28.0000000000
13 34.0000000000
99 38.0000000000
341 40.0000000000
406 42.0000000000
839 44.0000000000
5052 34.0000000000
evaluations raw_y
1 16.0000000000
2 26.0000000000
10 28.0000000000
11 30.0000000000
15 32.0000000000
32 36.0000000000
276 38.0000000000
474 40.0000000000
570 42.0000000000
935 44.0000000000
5052 30.0000000000
evaluations raw_y
1 30.0000000000
50 32.0000000000
90 34.0000000000
129 36.0000000000
327 38.0000000000
442 40.0000000000
573 42.0000000000
661 44.0000000000
5052 30.0000000000
evaluations raw_y
1 18.0000000000
2 24.0000000000
3 26.0000000000
4 28.0000000000
16 30.0000000000
37 32.0000000000
97 34.0000000000
235 36.0000000000
265 38.0000000000
512 40.0000000000
778 42.0000000000
1003 44.0000000000
5052 32.0000000000
evaluations raw_y
1 24.0000000000
4 26.0000000000
7 30.0000000000
36 34.0000000000
112 36.0000000000
193 38.0000000000
260 40.0000000000
431 42.0000000000
608 44.0000000000
1343 46.0000000000
2156 48.0000000000
5052 24.0000000000
evaluations raw_y
1 18.0000000000
2 22.0000000000
3 28.0000000000
4 32.0000000000
42 34.0000000000
134 38.0000000000
378 42.0000000000
539 44.0000000000
817 46.0000000000
1195 48.0000000000
5052 32.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
4 30.0000000000
16 32.0000000000
92 34.0000000000
125 36.0000000000
185 42.0000000000
690 44.0000000000
890 46.0000000000
5052 36.0000000000
evaluations raw_y
1 22.0000000000
2 24.0000000000
3 32.0000000000
115 34.0000000000
170 38.0000000000
363 40.0000000000
449 42.0000000000
777 44.0000000000
798 46.0000000000
5052 40.0000000000
evaluations raw_y
1 32.0000000000
61 34.0000000000
106 36.0000000000
239 38.0000000000
249 40.0000000000
547 42.0000000000
691 44.0000000000
5052 38.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
9 30.0000000000
55 34.0000000000
189 36.0000000000
251 38.0000000000
407 40.0000000000
520 42.0000000000
852 46.0000000000
5052 30.0000000000
evaluations raw_y
1 26.0000000000
4 28.0000000000
5 30.0000000000
14 32.0000000000
101 34.0000000000
194 36.0000000000
281 38.0000000000
395 40.0000000000
568 42.0000000000
677 44.0000000000
5052 38.0000000000
