evaluations raw_y
1 1.5299877601
3 1.8355359765
6 1.9260400616
12 1.9500780031
21 2.0798668885
41 2.1367521368
42 2.2935779817
56 2.3992322457
68 2.7839643653
531 2.8868360277
1316 3.3156498674
5001 1.6778523490
evaluations raw_y
1 0.6076810890
2 1.9500780031
7 2.1663778163
37 2.3992322457
49 2.4752475248
125 2.5150905433
418 2.5987525988
647 2.7352297593
659 2.8344671202
1134 2.8868360277
3580 3.2467532468
5001 1.1230907457
evaluations raw_y
1 0.9238728751
3 1.0271158587
4 1.1071744907
7 1.5762925599
11 1.6425755585
26 1.7730496454
33 2.0798668885
59 2.1367521368
71 2.1968365554
75 2.2603978300
135 2.5987525988
146 2.7352297593
753 2.8868360277
938 2.9976019185
941 3.1172069825
5001 1.0008006405
evaluations raw_y
1 0.9697439876
4 1.0271158587
5 1.2007684918
7 1.2588116818
13 1.4188422247
15 1.4585764294
28 1.7531556802
37 1.8796992481
67 1.9500780031
102 2.1079258010
107 2.3277467412
208 2.6881720430
239 2.7352297593
273 2.8344671202
1422 2.8868360277
2728 3.0562347188
3473 3.1172069825
3475 3.3875338753
5001 1.5923566879
evaluations raw_y
1 1.2100677638
2 1.5006002401
9 1.5923566879
21 1.6425755585
28 1.9260400616
44 2.1079258010
106 2.2281639929
116 2.3277467412
144 2.6427061311
147 2.7352297593
558 2.8868360277
567 3.1806615776
5001 2.1367521368
evaluations raw_y
1 1.2100677638
3 1.3455328310
8 1.8796992481
11 2.6881720430
18 2.7352297593
313 2.9411764706
1877 3.3156498674
4953 3.3875338753
5001 1.9025875190
evaluations raw_y
1 1.2291052114
4 2.0000000000
8 2.0798668885
36 2.1079258010
40 2.1968365554
54 2.3277467412
71 2.6881720430
916 3.0562347188
1893 3.1172069825
1948 3.2467532468
4473 3.3156498674
5001 1.3572204126
evaluations raw_y
1 0.7471607890
2 0.9697439876
3 1.3007284079
7 1.6600265604
17 1.9260400616
56 2.1367521368
100 2.1968365554
112 2.2281639929
125 2.5150905433
195 2.6881720430
389 2.8868360277
413 3.0562347188
1299 3.2467532468
2699 3.3156498674
2913 3.6231884058
5001 1.3340448239
evaluations raw_y
1 2.0000000000
12 2.0259319287
13 2.2281639929
49 2.2603978300
56 2.3992322457
471 2.4752475248
484 2.5150905433
487 2.6881720430
495 2.7352297593
920 2.8344671202
1101 2.9411764706
1263 3.4626038781
5001 2.0525451560
evaluations raw_y
1 1.0008006405
2 1.3812154696
7 1.4450867052
9 1.6087516088
12 1.6254876463
20 1.7146776406
31 1.9260400616
63 1.9747235387
67 2.0525451560
93 2.1079258010
120 2.5562372188
537 2.5987525988
608 2.8868360277
3157 3.2467532468
4365 3.5410764873
5001 1.4060742407
evaluations raw_y
1 0.7066139062
2 1.1478420569
4 1.2794268168
7 1.3455328310
13 1.7531556802
20 2.0525451560
30 2.3277467412
103 2.3629489603
141 2.5987525988
163 2.6427061311
642 3.0562347188
3992 3.1172069825
3996 3.1806615776
5001 2.7839643653
evaluations raw_y
1 1.8355359765
7 2.0000000000
31 2.1663778163
42 2.3629489603
44 2.3992322457
502 2.4752475248
613 2.8868360277
2364 2.9411764706
5001 1.7531556802
evaluations raw_y
1 0.6076810890
2 1.3227513228
12 1.7934002869
18 1.8355359765
25 1.9500780031
29 2.3629489603
40 2.5562372188
572 2.7839643653
574 3.1172069825
5001 2.1968365554
evaluations raw_y
1 1.2195121951
2 1.2388503469
5 1.7730496454
74 2.1663778163
97 2.3992322457
579 2.5562372188
586 2.8868360277
1601 3.3875338753
5001 1.2007684918
evaluations raw_y
1 1.3812154696
4 1.4318442153
14 1.4723203769
18 1.6778523490
26 1.9747235387
56 2.1968365554
82 2.4366471735
87 2.5150905433
290 2.5562372188
329 2.8868360277
744 3.6231884058
5001 2.0525451560
evaluations raw_y
1 0.9462528388
2 1.9260400616
13 2.1079258010
102 2.3277467412
189 2.4752475248
257 2.5150905433
267 2.8344671202
646 2.9411764706
654 3.3156498674
3585 3.4626038781
5001 2.0000000000
evaluations raw_y
1 1.4188422247
2 1.6425755585
3 1.9747235387
4 2.0259319287
104 2.4752475248
108 2.7352297593
182 2.7839643653
189 2.8344671202
934 3.6231884058
5001 1.9500780031
evaluations raw_y
1 1.0339123242
2 1.1312217195
7 1.2007684918
15 1.2794268168
21 1.3455328310
24 1.4188422247
25 1.6960651289
33 1.9260400616
42 1.9747235387
68 2.0000000000
121 2.1968365554
155 2.2281639929
159 2.3992322457
160 2.4752475248
230 2.6881720430
1292 2.7352297593
2200 3.2467532468
5001 2.0259319287
evaluations raw_y
1 0.6940588562
2 0.7436049970
3 1.2291052114
8 1.3691128149
14 1.8796992481
21 2.1079258010
24 2.3992322457
114 2.5150905433
156 2.6427061311
339 3.6231884058
5001 1.3812154696
evaluations raw_y
1 0.8218277449
2 1.5151515152
7 1.5605493134
23 1.7146776406
31 1.8355359765
37 2.1367521368
39 2.8344671202
1162 2.9976019185
1201 3.0562347188
1298 3.1172069825
2083 3.7993920973
2094 3.8940809969
5001 1.3691128149
