evaluations raw_y
1 0.7436049970
3 0.8394895903
4 1.1825922422
10 1.3007284079
12 1.6600265604
21 1.8573551263
1002 2.4366471735
3196 2.5562372188
3578 2.7352297593
5005 1.3691128149
evaluations raw_y
1 1.1394712853
2 1.6425755585
3 1.9500780031
37 2.0000000000
51 2.0259319287
871 2.3992322457
3115 2.5562372188
5005 1.1230907457
evaluations raw_y
1 1.3455328310
8 1.4318442153
11 1.5151515152
36 1.7934002869
46 1.9025875190
52 2.0000000000
102 2.1663778163
1762 2.4752475248
3787 2.5562372188
5005 0.6197322757
evaluations raw_y
1 1.0766580534
3 1.2388503469
7 2.1968365554
5005 1.1649580615
evaluations raw_y
1 1.0993843448
5 1.1649580615
8 1.2291052114
9 1.5451174289
5005 0.9238728751
evaluations raw_y
1 1.3007284079
6 1.4585764294
26 1.4863258026
59 1.7531556802
68 1.8573551263
90 2.1968365554
1025 2.2281639929
2319 2.2935779817
3246 2.4752475248
3960 2.5987525988
4423 2.6881720430
5005 1.6425755585
evaluations raw_y
1 1.0620220901
2 2.2603978300
1146 2.3277467412
1184 2.4752475248
4445 2.5562372188
5005 1.3812154696
evaluations raw_y
1 1.1825922422
4 1.1916110582
6 1.3455328310
9 1.4723203769
12 1.6254876463
29 1.7531556802
1888 1.7934002869
1945 1.9260400616
2431 2.1663778163
2518 2.5987525988
3357 2.7352297593
5005 0.9637625289
evaluations raw_y
1 0.8440243079
2 1.2195121951
7 1.4318442153
8 1.5605493134
30 1.6087516088
35 1.6600265604
46 1.9747235387
583 2.1663778163
1893 2.1968365554
1967 2.2603978300
3325 2.3277467412
4944 2.3629489603
5005 0.9578544061
evaluations raw_y
1 1.3812154696
8 1.7934002869
33 1.8573551263
1410 2.0259319287
4739 2.2281639929
4892 2.2603978300
4985 2.3629489603
5005 0.8922198430
evaluations raw_y
1 0.9758001561
3 0.9944311854
6 1.2007684918
8 1.2794268168
15 1.3227513228
16 1.4318442153
19 1.6087516088
30 1.8573551263
37 1.9747235387
121 2.0259319287
210 2.0798668885
240 2.4366471735
2425 2.5562372188
5005 1.3116474292
evaluations raw_y
1 1.1312217195
2 1.3116474292
9 1.4863258026
10 1.5605493134
30 1.6425755585
35 1.7337031900
348 1.7934002869
450 1.8573551263
482 2.3277467412
2857 2.3629489603
3704 3.0562347188
5005 1.4450867052
evaluations raw_y
1 1.2007684918
7 1.3572204126
16 1.3691128149
17 1.7146776406
23 1.9260400616
28 2.1663778163
2377 2.2603978300
3004 2.4366471735
3933 2.5150905433
4005 2.9411764706
5005 1.2690355330
evaluations raw_y
1 0.8871540099
2 0.9184423218
4 0.9697439876
7 1.4863258026
8 1.7934002869
32 1.8573551263
56 1.8796992481
1872 2.0525451560
2258 2.1079258010
2588 2.5987525988
3071 2.6427061311
5005 1.5762925599
evaluations raw_y
1 0.5960896519
2 0.6029908345
3 1.0339123242
4 1.4318442153
15 1.4723203769
26 1.7934002869
1612 2.0259319287
5005 1.1230907457
evaluations raw_y
1 0.8674531575
2 1.1737089202
8 1.2690355330
11 1.9025875190
574 2.0525451560
582 2.0798668885
771 2.4752475248
1014 2.5987525988
2580 2.8344671202
5005 1.3007284079
evaluations raw_y
1 0.9819324430
7 1.0137875101
8 1.1150758252
10 1.1649580615
12 1.4318442153
17 1.6778523490
41 1.9260400616
82 2.0259319287
1913 2.1663778163
2949 2.6427061311
5005 1.0548523207
evaluations raw_y
1 1.3227513228
6 1.4318442153
7 1.7146776406
38 1.8796992481
46 2.1663778163
1227 2.4752475248
1498 2.6427061311
1531 2.8344671202
5005 0.9238728751
evaluations raw_y
1 1.0917030568
2 1.3116474292
4 1.5151515152
9 1.5923566879
26 1.6778523490
45 1.7531556802
50 1.9500780031
75 2.0000000000
81 2.1367521368
1285 2.4366471735
1540 2.6427061311
2915 2.7839643653
5005 1.2588116818
evaluations raw_y
1 1.2899896801
5 1.4863258026
7 1.7730496454
23 2.0259319287
38 2.0525451560
2036 2.1367521368
2057 2.3629489603
2060 3.0562347188
5005 0.8090614887
