evaluations raw_y
1 0.6879471657
2 1.5451174289
10 1.6425755585
11 1.8573551263
18 1.9025875190
21 2.0000000000
417 2.3277467412
1066 2.7352297593
5002 1.3691128149
evaluations raw_y
1 0.6849315068
2 1.3935340022
4 1.5006002401
5 1.7531556802
13 1.9025875190
37 2.3277467412
477 2.3992322457
1332 2.4366471735
2794 2.7352297593
5002 0.8922198430
evaluations raw_y
1 1.3455328310
3 1.6254876463
28 1.8355359765
32 1.9260400616
640 2.0259319287
664 2.0525451560
997 2.2281639929
1850 2.3992322457
1897 2.6427061311
2387 2.9411764706
5002 1.0841283608
evaluations raw_y
1 1.5605493134
20 1.7337031900
24 2.6427061311
670 2.8344671202
2786 2.9411764706
5002 1.9025875190
evaluations raw_y
1 1.6960651289
13 1.9260400616
20 1.9747235387
50 2.0000000000
72 2.7839643653
5002 1.2195121951
evaluations raw_y
1 1.1150758252
3 1.2899896801
8 1.5151515152
24 1.6960651289
34 1.7337031900
58 1.9260400616
124 2.0525451560
793 2.2281639929
1210 2.2935779817
1214 2.3277467412
1501 2.8868360277
5002 0.8261731659
evaluations raw_y
1 1.2588116818
6 1.4585764294
11 2.0798668885
122 2.4752475248
1496 2.5562372188
2881 2.8344671202
5002 1.4450867052
evaluations raw_y
1 0.7926442613
2 0.9758001561
3 1.0620220901
4 1.3340448239
10 1.4188422247
12 2.0798668885
230 2.1663778163
239 2.1968365554
386 2.2281639929
400 2.3992322457
653 2.4366471735
1682 2.6881720430
5002 1.2487512488
evaluations raw_y
1 0.9819324430
2 1.2100677638
14 1.2794268168
17 1.2899896801
20 1.5451174289
30 1.6087516088
132 1.7934002869
201 1.8355359765
258 2.3992322457
1580 2.6427061311
2324 2.7352297593
5002 1.2100677638
evaluations raw_y
1 1.6254876463
19 2.0000000000
67 2.0259319287
93 2.2603978300
348 2.2935779817
555 2.3629489603
2657 2.5562372188
2686 2.8868360277
5002 1.1230907457
evaluations raw_y
1 1.1071744907
2 1.1649580615
5 1.3572204126
9 1.4723203769
56 1.5923566879
63 2.0000000000
192 2.1663778163
301 2.2281639929
448 2.2603978300
553 2.3992322457
957 2.4752475248
1731 2.5562372188
2826 2.7839643653
5002 1.1071744907
evaluations raw_y
1 0.6589351608
2 0.9293680297
3 1.5762925599
14 1.6087516088
25 1.6600265604
31 1.8796992481
64 2.3629489603
3175 2.3992322457
5002 1.0407993339
evaluations raw_y
1 0.6507027590
2 1.5451174289
59 1.7531556802
61 1.7934002869
127 2.2603978300
1376 2.3992322457
2481 2.6881720430
4774 3.1172069825
5002 0.9349289454
evaluations raw_y
1 1.1478420569
4 1.1737089202
6 1.2487512488
7 1.6425755585
21 1.7531556802
109 2.5987525988
2382 2.6881720430
5002 1.2690355330
evaluations raw_y
1 0.6645401382
2 1.3116474292
10 1.3340448239
11 1.3691128149
22 1.3935340022
25 1.4723203769
29 1.5151515152
46 1.5923566879
53 1.6425755585
60 1.7531556802
113 1.7934002869
157 1.8573551263
171 2.0525451560
199 2.1367521368
404 2.7352297593
5002 0.8486082824
evaluations raw_y
1 1.2899896801
3 1.6087516088
12 2.0798668885
330 2.2281639929
481 2.8868360277
5002 1.0993843448
evaluations raw_y
1 0.7730364873
2 0.7768800497
3 0.8175277959
5 1.3572204126
6 1.6425755585
142 1.7531556802
151 1.7730496454
158 1.8142235123
307 2.1079258010
314 2.1367521368
330 2.2935779817
643 2.5562372188
3270 2.5987525988
5002 1.0841283608
evaluations raw_y
1 1.0339123242
2 1.7146776406
184 1.7531556802
218 1.8355359765
232 2.1663778163
356 2.3629489603
675 2.4366471735
1259 2.6881720430
5002 0.7926442613
evaluations raw_y
1 0.8626639061
2 1.2690355330
4 2.3277467412
353 2.3629489603
2219 2.5562372188
5002 0.9130752374
evaluations raw_y
1 0.8007687380
2 1.5923566879
15 1.8355359765
74 1.9747235387
432 2.1367521368
442 2.3992322457
451 2.4752475248
4086 2.5150905433
4421 2.6427061311
4709 2.6881720430
5002 1.0841283608
