evaluations raw_y
1 26.0000000000
5 28.0000000000
126 30.0000000000
133 32.0000000000
553 34.0000000000
1289 36.0000000000
5000 22.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
535 28.0000000000
1689 30.0000000000
1912 32.0000000000
2009 34.0000000000
2473 36.0000000000
5000 24.0000000000
evaluations raw_y
1 30.0000000000
135 32.0000000000
393 34.0000000000
561 36.0000000000
839 38.0000000000
5000 20.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
84 28.0000000000
88 30.0000000000
155 32.0000000000
1210 34.0000000000
1973 36.0000000000
4085 40.0000000000
5000 26.0000000000
evaluations raw_y
1 24.0000000000
3 26.0000000000
16 28.0000000000
62 30.0000000000
503 32.0000000000
511 34.0000000000
906 38.0000000000
5000 24.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
318 30.0000000000
326 32.0000000000
429 34.0000000000
983 36.0000000000
1821 38.0000000000
1945 40.0000000000
5000 32.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
276 34.0000000000
1179 36.0000000000
5000 20.0000000000
evaluations raw_y
1 22.0000000000
3 26.0000000000
21 28.0000000000
32 30.0000000000
584 32.0000000000
812 34.0000000000
1647 38.0000000000
5000 28.0000000000
evaluations raw_y
1 20.0000000000
2 22.0000000000
3 24.0000000000
44 28.0000000000
84 30.0000000000
143 32.0000000000
261 34.0000000000
514 36.0000000000
2014 38.0000000000
5000 22.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
3 30.0000000000
31 32.0000000000
215 34.0000000000
531 36.0000000000
776 38.0000000000
5000 32.0000000000
evaluations raw_y
1 30.0000000000
323 32.0000000000
345 34.0000000000
677 36.0000000000
5000 32.0000000000
evaluations raw_y
1 24.0000000000
253 26.0000000000
262 28.0000000000
289 30.0000000000
297 32.0000000000
302 34.0000000000
417 36.0000000000
5000 32.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
46 26.0000000000
266 30.0000000000
299 32.0000000000
306 34.0000000000
1923 36.0000000000
3507 38.0000000000
5000 28.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
3 30.0000000000
383 34.0000000000
695 38.0000000000
5000 30.0000000000
evaluations raw_y
1 18.0000000000
2 30.0000000000
585 32.0000000000
639 34.0000000000
1229 36.0000000000
5000 22.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
3 30.0000000000
39 32.0000000000
318 34.0000000000
459 36.0000000000
5000 26.0000000000
evaluations raw_y
1 18.0000000000
3 24.0000000000
337 26.0000000000
354 28.0000000000
376 30.0000000000
436 34.0000000000
1640 36.0000000000
4441 38.0000000000
5000 26.0000000000
evaluations raw_y
1 24.0000000000
79 26.0000000000
123 28.0000000000
154 30.0000000000
159 32.0000000000
230 34.0000000000
434 36.0000000000
801 38.0000000000
5000 20.0000000000
evaluations raw_y
1 16.0000000000
2 24.0000000000
27 26.0000000000
63 28.0000000000
68 30.0000000000
118 32.0000000000
509 34.0000000000
1201 36.0000000000
2737 38.0000000000
5000 24.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
10 30.0000000000
13 32.0000000000
208 34.0000000000
1421 36.0000000000
5000 26.0000000000
