evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
27 1.7146776406
50 1.9747235387
148 2.1079258010
237 2.1968365554
323 2.2281639929
355 2.2603978300
427 2.3992322457
453 2.4366471735
499 2.5150905433
641 2.6881720430
668 3.2467532468
1061 3.4626038781
2993 3.7993920973
5050 3.7993920973
evaluations raw_y
1 1.8355359765
15 1.8796992481
36 2.0259319287
82 2.2281639929
296 2.7839643653
832 2.9411764706
872 3.1172069825
1554 3.4626038781
1982 3.6231884058
5050 2.5562372188
evaluations raw_y
1 1.9025875190
79 2.0000000000
94 2.3277467412
187 3.1806615776
763 3.3875338753
891 3.7993920973
4769 3.8940809969
5050 3.7993920973
evaluations raw_y
1 1.4723203769
2 1.5605493134
5 1.5762925599
6 1.6254876463
17 1.8142235123
93 1.9025875190
182 2.0798668885
234 2.1968365554
282 2.4366471735
334 2.4752475248
338 2.6427061311
471 2.9411764706
538 3.0562347188
938 3.1806615776
1313 3.3875338753
1498 3.4626038781
4061 4.0983606557
4423 4.4483985765
5050 1.8573551263
evaluations raw_y
1 1.0917030568
2 1.4723203769
6 2.0798668885
34 2.1663778163
36 2.1968365554
102 2.3277467412
433 2.6881720430
546 3.0562347188
601 3.6231884058
2359 3.7091988131
4300 3.7993920973
4504 3.8940809969
5050 1.1916110582
evaluations raw_y
1 0.6731287022
2 0.8674531575
3 0.9405568096
4 1.2195121951
6 1.3572204126
11 1.4450867052
13 1.5151515152
42 1.7337031900
58 1.7730496454
99 1.9747235387
147 2.0798668885
255 2.1968365554
456 2.2281639929
474 2.5150905433
709 2.5562372188
826 2.5987525988
847 2.7839643653
900 3.0562347188
1185 3.1172069825
1411 3.2467532468
2776 3.7993920973
5050 1.9500780031
evaluations raw_y
1 1.4585764294
5 1.6087516088
11 2.1968365554
46 2.2935779817
177 2.5562372188
587 2.6881720430
599 3.1806615776
649 3.7091988131
1048 4.3252595156
5050 2.8344671202
evaluations raw_y
1 1.6600265604
61 1.6778523490
82 2.0259319287
111 2.5150905433
508 2.5562372188
724 2.6881720430
990 3.3156498674
1128 3.6231884058
5050 2.0259319287
evaluations raw_y
1 1.1150758252
4 1.3572204126
7 1.8573551263
24 2.4752475248
413 2.8344671202
1108 2.8868360277
1403 3.6231884058
4285 3.7091988131
5050 3.2467532468
evaluations raw_y
1 1.1230907457
2 1.2899896801
10 1.6087516088
36 1.6960651289
52 1.7337031900
98 1.8142235123
170 1.8573551263
179 1.8796992481
194 2.1968365554
197 2.5562372188
313 2.7839643653
430 2.9411764706
579 3.1806615776
631 3.2467532468
666 4.0983606557
5050 1.9500780031
evaluations raw_y
1 1.3007284079
3 1.6778523490
14 1.6960651289
18 2.2935779817
284 2.3277467412
338 2.3992322457
375 2.6427061311
628 2.6881720430
707 3.0562347188
753 3.4626038781
1430 3.6231884058
5050 1.7934002869
evaluations raw_y
1 0.7886435331
2 1.2794268168
6 1.6087516088
30 2.0525451560
41 2.1968365554
79 2.4752475248
241 2.5150905433
366 2.6881720430
427 2.7839643653
444 3.0562347188
889 3.3156498674
1146 3.3875338753
1287 3.5410764873
1489 3.7993920973
1600 3.9936102236
2338 4.2087542088
5050 2.9976019185
evaluations raw_y
1 1.2487512488
2 1.3227513228
5 1.5451174289
56 1.6960651289
109 1.7146776406
130 1.7730496454
155 1.7934002869
192 2.6881720430
664 3.7091988131
5050 2.2281639929
evaluations raw_y
1 0.8394895903
2 1.1649580615
3 1.2588116818
4 1.6960651289
46 1.8573551263
52 2.1079258010
206 2.1663778163
283 2.1968365554
612 2.2281639929
662 2.3992322457
676 2.7839643653
682 2.8868360277
972 2.9976019185
1044 3.1806615776
4115 3.3875338753
5050 2.1663778163
evaluations raw_y
1 1.0072522160
2 1.1649580615
5 1.5923566879
24 1.7146776406
47 1.8796992481
49 1.9500780031
158 1.9747235387
163 2.1079258010
315 2.3277467412
526 2.3629489603
829 2.5150905433
1090 2.5987525988
1183 2.8868360277
1630 3.0562347188
1722 3.1172069825
2191 3.3875338753
2334 3.5410764873
2653 3.8940809969
5050 2.4752475248
evaluations raw_y
1 0.8218277449
2 1.2899896801
3 1.5605493134
17 1.6087516088
49 1.7730496454
54 1.9260400616
95 2.1079258010
187 2.1663778163
248 2.3277467412
312 2.3992322457
503 2.4752475248
679 3.1172069825
3061 3.3156498674
3305 3.6231884058
4260 3.8940809969
5048 3.9936102236
5050 1.7337031900
evaluations raw_y
1 1.7337031900
3 1.8796992481
42 2.5150905433
302 2.6427061311
589 2.7839643653
699 3.0562347188
872 3.1172069825
981 3.1806615776
1117 3.2467532468
1171 3.7993920973
1452 4.3252595156
5050 2.9411764706
evaluations raw_y
1 0.9578544061
3 1.4450867052
8 1.7531556802
11 1.9025875190
91 2.3277467412
266 2.4752475248
565 2.7839643653
628 2.8344671202
662 3.6231884058
2917 3.7091988131
5050 1.1825922422
evaluations raw_y
1 1.5006002401
5 1.5762925599
13 1.7730496454
54 1.8796992481
82 2.2935779817
179 2.5562372188
654 2.7352297593
2086 3.1806615776
2950 3.4626038781
5050 2.1663778163
evaluations raw_y
1 1.7146776406
38 1.8355359765
112 1.8796992481
179 1.9260400616
184 1.9747235387
217 2.3277467412
473 2.3629489603
533 2.5150905433
655 2.6427061311
735 2.7839643653
787 2.8344671202
1061 3.8940809969
5050 2.5987525988
