evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
24 1.6778523490
34 2.1663778163
54 2.3277467412
411 2.4752475248
533 2.7839643653
728 2.8868360277
1604 3.2467532468
5012 3.2467532468
evaluations raw_y
1 1.2794268168
4 1.6254876463
11 1.8355359765
74 2.0798668885
130 2.1079258010
226 2.1968365554
517 2.2603978300
968 2.4366471735
991 2.5987525988
1022 2.6427061311
1033 2.6881720430
1041 2.7352297593
1173 2.9411764706
1289 3.4626038781
5012 3.4626038781
evaluations raw_y
1 1.5605493134
31 1.6254876463
38 2.0525451560
375 2.3992322457
650 2.4366471735
822 2.5987525988
877 2.9411764706
1791 3.3156498674
5012 2.7352297593
evaluations raw_y
1 1.1071744907
4 1.1737089202
5 1.2487512488
9 1.6960651289
37 1.8796992481
126 1.9025875190
177 2.0259319287
193 2.1968365554
347 2.3277467412
400 2.5150905433
658 2.7839643653
1013 2.9976019185
5012 2.6881720430
evaluations raw_y
1 1.0766580534
4 1.3455328310
5 1.4060742407
14 1.4863258026
22 1.5006002401
23 1.6087516088
31 1.8142235123
134 1.8573551263
163 1.9260400616
175 2.0259319287
283 2.0525451560
288 2.2603978300
344 2.9976019185
830 3.1172069825
1098 3.1806615776
1377 3.3156498674
5012 3.3156498674
evaluations raw_y
1 1.2690355330
14 1.5151515152
17 1.5923566879
41 1.7531556802
46 1.7730496454
109 1.8142235123
110 2.5150905433
252 2.5987525988
704 2.6427061311
907 3.3875338753
5012 2.6881720430
evaluations raw_y
1 0.5960896519
2 1.2899896801
4 1.4188422247
9 1.5151515152
12 1.8573551263
23 1.9260400616
55 2.0525451560
325 2.1367521368
424 2.2603978300
473 2.5562372188
924 2.8344671202
1188 2.9976019185
1451 3.1172069825
1473 3.2467532468
1885 3.3156498674
5012 3.3156498674
evaluations raw_y
1 0.9130752374
2 0.9184423218
3 0.9238728751
4 1.0766580534
5 1.0841283608
6 1.1230907457
12 1.3572204126
22 2.0259319287
31 2.3277467412
321 2.5987525988
512 2.7839643653
802 2.9976019185
1123 3.1172069825
1619 3.6231884058
5012 3.6231884058
evaluations raw_y
1 0.8722958828
2 2.4366471735
585 2.4752475248
889 2.8344671202
1679 3.1172069825
5012 2.2603978300
evaluations raw_y
1 0.9405568096
2 1.0271158587
4 1.2007684918
11 1.3007284079
17 1.4188422247
38 1.8573551263
59 1.8796992481
75 1.9260400616
86 1.9500780031
87 1.9747235387
288 2.0259319287
370 2.2603978300
381 2.3629489603
533 2.5150905433
716 2.7839643653
1052 2.9411764706
1099 3.7993920973
5012 2.6881720430
evaluations raw_y
1 0.8305647841
2 1.0548523207
3 1.2899896801
9 1.3455328310
12 1.7146776406
28 2.1663778163
295 2.3277467412
349 2.6427061311
593 2.6881720430
805 2.7839643653
816 3.0562347188
1512 3.1172069825
5012 3.1172069825
evaluations raw_y
1 1.2487512488
3 1.6778523490
14 2.0798668885
97 2.1663778163
220 2.3277467412
507 2.3629489603
546 2.3992322457
636 2.5562372188
749 2.6881720430
5012 2.6881720430
evaluations raw_y
1 1.0477787091
2 1.1071744907
3 2.0798668885
236 2.1079258010
253 2.3629489603
498 2.4752475248
1150 2.5150905433
1156 2.5562372188
1226 2.7839643653
1368 2.8344671202
1723 3.3875338753
5012 3.2467532468
evaluations raw_y
1 0.8722958828
2 1.4723203769
6 2.0000000000
17 2.0259319287
100 2.1079258010
122 2.6881720430
902 3.0562347188
962 3.3156498674
1114 3.7993920973
5012 3.6231884058
evaluations raw_y
1 1.0339123242
2 1.3572204126
6 1.9260400616
31 1.9747235387
57 2.0798668885
90 2.1367521368
171 2.2603978300
306 2.3992322457
307 2.4752475248
419 2.6427061311
731 2.7352297593
832 2.9411764706
1267 3.0562347188
5012 2.3277467412
evaluations raw_y
1 1.8573551263
45 2.1079258010
129 2.2603978300
272 2.5562372188
653 2.6881720430
836 2.8344671202
936 2.8868360277
1304 3.1806615776
1446 3.2467532468
5012 3.2467532468
evaluations raw_y
1 0.9881422925
3 1.3227513228
6 1.7730496454
53 1.7934002869
133 1.8796992481
190 2.0798668885
301 2.2935779817
433 2.6427061311
733 3.1806615776
5012 3.0562347188
evaluations raw_y
1 0.9077705156
2 1.6778523490
6 1.8142235123
49 2.0525451560
169 2.1367521368
185 2.4366471735
1008 2.6881720430
1114 3.1172069825
1196 3.1806615776
5012 3.1172069825
evaluations raw_y
1 1.1394712853
2 1.1649580615
4 1.3340448239
20 1.5451174289
23 1.5605493134
57 1.7337031900
79 1.7531556802
119 1.8796992481
167 1.9260400616
182 2.0259319287
292 2.1367521368
303 2.3277467412
314 2.5150905433
346 2.5562372188
1105 2.7839643653
1303 3.3875338753
1418 3.7993920973
5012 3.1806615776
evaluations raw_y
1 1.3340448239
8 1.4060742407
9 1.5006002401
12 1.5762925599
26 1.6778523490
74 1.7730496454
81 2.0525451560
170 2.1079258010
189 2.1367521368
221 2.5562372188
760 2.5987525988
849 2.9411764706
1337 3.0562347188
1988 3.1172069825
2050 3.1806615776
5012 3.1806615776
