evaluations raw_y
1 1.0477787091
2 1.1737089202
3 1.4585764294
7 1.5451174289
10 2.0525451560
75 2.3629489603
275 2.3992322457
414 2.9411764706
772 3.5410764873
3597 3.6231884058
5048 1.4318442153
evaluations raw_y
1 1.0407993339
2 1.3227513228
3 1.4318442153
7 1.8796992481
45 1.9260400616
51 2.3629489603
473 2.3992322457
632 2.6881720430
1791 2.9411764706
2918 3.1806615776
3471 3.5410764873
5048 1.4450867052
evaluations raw_y
1 1.0766580534
3 1.4450867052
9 1.4863258026
32 1.5299877601
64 1.7337031900
72 1.7730496454
75 1.9747235387
183 2.0259319287
257 2.1079258010
358 2.2603978300
418 2.4366471735
584 2.4752475248
701 2.6881720430
1209 2.7352297593
1345 2.9976019185
1555 3.3875338753
2164 3.7091988131
2679 3.7993920973
5048 1.8573551263
evaluations raw_y
1 0.8922198430
2 0.9697439876
3 1.3812154696
4 1.7730496454
38 1.9500780031
79 2.0000000000
105 2.2935779817
412 2.3277467412
614 2.8344671202
1142 3.2467532468
3209 3.3156498674
3324 3.7993920973
5048 2.5987525988
evaluations raw_y
1 1.3227513228
11 1.3935340022
15 2.1968365554
252 2.2603978300
327 2.3277467412
604 2.3992322457
782 2.5150905433
801 2.7839643653
1331 3.6231884058
4917 4.3252595156
5048 1.1649580615
evaluations raw_y
1 1.7531556802
21 2.3992322457
88 2.4366471735
657 2.4752475248
761 2.5987525988
1150 2.7352297593
1168 2.8344671202
1984 3.1806615776
3849 3.3156498674
5048 2.1367521368
evaluations raw_y
1 1.1825922422
7 1.2388503469
8 1.2794268168
9 1.3007284079
10 1.3572204126
13 1.6600265604
32 1.8355359765
186 1.9500780031
195 2.1968365554
206 2.6427061311
1239 2.7352297593
2569 2.9411764706
2918 3.0562347188
4010 3.4626038781
5048 2.0798668885
evaluations raw_y
1 1.1737089202
4 1.3812154696
15 1.4450867052
17 1.4723203769
18 1.7934002869
27 1.8355359765
43 2.0000000000
44 2.3629489603
210 2.4752475248
1683 2.5562372188
1788 2.5987525988
2194 2.7839643653
2334 3.1172069825
2952 3.3156498674
3208 3.4626038781
4458 3.7091988131
5048 3.4626038781
evaluations raw_y
1 1.3116474292
3 1.5605493134
20 1.7337031900
44 2.3992322457
302 2.4752475248
518 2.6427061311
608 2.9976019185
763 3.1806615776
1624 3.4626038781
5048 2.5562372188
evaluations raw_y
1 0.7471607890
2 0.9758001561
3 1.1150758252
4 1.1563367253
5 1.5151515152
9 1.8142235123
63 1.8796992481
75 2.2603978300
320 2.2935779817
347 2.5562372188
472 2.5987525988
1022 2.6881720430
1239 2.7839643653
1251 2.8344671202
1481 2.8868360277
1687 2.9411764706
1740 2.9976019185
2797 3.0562347188
3120 3.1806615776
3610 3.2467532468
5048 1.7531556802
evaluations raw_y
1 1.2195121951
4 1.6425755585
13 2.0259319287
96 2.2281639929
375 2.6427061311
807 2.6881720430
922 3.3875338753
2700 3.4626038781
4478 3.6231884058
4671 3.8940809969
5048 1.6960651289
evaluations raw_y
1 1.6600265604
41 1.9500780031
87 2.4366471735
273 2.6427061311
368 3.1806615776
898 3.4626038781
1211 3.7091988131
2379 4.0983606557
5048 2.3992322457
evaluations raw_y
1 0.3773015394
2 1.0993843448
3 1.1394712853
5 1.2588116818
7 1.4318442153
22 1.7531556802
34 1.8796992481
102 1.9025875190
216 1.9747235387
271 2.2603978300
274 2.7839643653
1308 2.8868360277
2036 3.0562347188
3588 3.1172069825
5048 2.0525451560
evaluations raw_y
1 1.0917030568
2 1.3116474292
4 1.4060742407
6 1.6425755585
7 1.7337031900
37 2.1663778163
616 2.2935779817
644 2.3629489603
744 2.4366471735
1110 2.5150905433
1158 2.6427061311
1416 2.7839643653
2144 3.3156498674
5048 1.4723203769
evaluations raw_y
1 0.6702412869
2 0.9637625289
3 1.4060742407
5 1.6087516088
10 2.2281639929
278 2.3277467412
280 2.5150905433
589 2.8868360277
1952 2.9411764706
2887 3.5410764873
5048 1.3116474292
evaluations raw_y
1 1.6254876463
9 1.7531556802
62 2.0000000000
302 2.2603978300
552 2.2935779817
569 2.6427061311
999 2.8868360277
1124 2.9411764706
1364 2.9976019185
1765 3.2467532468
1925 3.7091988131
5048 1.5923566879
evaluations raw_y
1 1.2291052114
7 1.7531556802
27 1.8796992481
322 1.9747235387
378 2.0259319287
529 2.1968365554
929 2.3992322457
1249 3.1172069825
1571 3.1806615776
2217 3.2467532468
4181 3.4626038781
4558 3.5410764873
5048 1.8796992481
evaluations raw_y
1 1.1737089202
2 1.2195121951
8 1.6960651289
22 2.0259319287
101 2.2281639929
839 2.6427061311
851 2.7839643653
943 3.1172069825
1761 3.3156498674
2570 3.4626038781
2577 4.2087542088
5048 3.0562347188
evaluations raw_y
1 1.2588116818
2 1.3691128149
6 1.7934002869
51 2.0000000000
55 2.2281639929
279 2.3277467412
335 2.5150905433
478 2.5987525988
847 2.8868360277
1311 3.5410764873
1670 4.4483985765
5048 2.8868360277
evaluations raw_y
1 1.1649580615
4 1.2007684918
5 1.4723203769
9 1.6778523490
12 1.7730496454
15 1.7934002869
39 1.9747235387
123 2.0525451560
274 2.3629489603
607 2.5987525988
894 2.7352297593
1211 2.8344671202
1269 3.0562347188
1411 3.1172069825
1545 3.3875338753
1597 3.4626038781
1641 4.5787545788
1937 4.7169811321
5048 3.2467532468
