evaluations raw_y
1 0.7580351728
2 1.8573551263
39 1.8796992481
1063 2.0798668885
1073 2.1367521368
1678 2.2603978300
1704 2.6881720430
5000 1.4450867052
evaluations raw_y
1 1.3455328310
4 1.8796992481
2807 2.0525451560
2811 2.0798668885
2815 2.1079258010
2817 2.2603978300
5000 1.2794268168
evaluations raw_y
1 0.6879471657
2 0.8821453776
3 1.0692899914
6 1.1150758252
31 1.1649580615
33 1.4723203769
128 2.2281639929
1336 2.2603978300
1831 2.3629489603
2553 2.5562372188
2682 2.5987525988
5000 1.1563367253
evaluations raw_y
1 1.5151515152
5 1.9500780031
544 2.0259319287
589 2.4752475248
5000 1.3572204126
evaluations raw_y
1 1.1312217195
3 1.3691128149
4 1.4188422247
8 1.5923566879
100 1.6087516088
150 1.9747235387
161 2.8868360277
5000 1.2388503469
evaluations raw_y
1 1.1071744907
4 1.6960651289
6 1.7146776406
7 1.8142235123
149 1.8796992481
721 2.0798668885
1138 2.1663778163
1529 2.4752475248
2786 2.5987525988
5000 1.0692899914
evaluations raw_y
1 1.9260400616
225 2.0259319287
239 2.1367521368
668 2.4752475248
5000 0.6909894970
evaluations raw_y
1 1.8355359765
101 2.0259319287
3343 2.1663778163
3346 2.3992322457
3419 2.4366471735
5000 1.0407993339
evaluations raw_y
1 0.9025270758
2 1.2588116818
5 1.3691128149
7 1.3935340022
1279 1.4450867052
1332 1.9025875190
3382 1.9747235387
3390 2.0525451560
5000 1.3691128149
evaluations raw_y
1 1.1825922422
2 1.4188422247
348 1.5299877601
368 1.6254876463
406 1.6778523490
424 2.1079258010
883 2.1663778163
919 2.4752475248
5000 1.0204081633
evaluations raw_y
1 0.7002801120
2 0.9697439876
3 1.1394712853
4 1.2195121951
8 1.5762925599
10 1.6254876463
20 1.8573551263
287 1.9260400616
304 2.0798668885
2035 2.1079258010
3128 3.1172069825
5000 0.7807620237
evaluations raw_y
1 1.5605493134
21 1.5923566879
28 1.6254876463
35 1.7531556802
128 2.0525451560
287 2.0798668885
508 2.3992322457
2441 2.5987525988
4688 3.0562347188
5000 1.4450867052
evaluations raw_y
1 1.0204081633
2 1.1312217195
3 1.1737089202
5 1.3572204126
6 1.3935340022
28 1.5299877601
122 1.6600265604
340 1.6778523490
349 1.7934002869
401 2.0000000000
457 2.0798668885
462 2.3277467412
5000 0.8305647841
evaluations raw_y
1 1.7146776406
6 1.7531556802
8 2.6881720430
5000 1.0137875101
evaluations raw_y
1 0.9881422925
2 1.5006002401
6 1.6087516088
7 1.9260400616
5000 1.2388503469
evaluations raw_y
1 0.9077705156
2 1.1230907457
3 1.2007684918
10 1.2794268168
25 1.3340448239
52 1.6087516088
350 1.6425755585
362 1.6960651289
575 1.7730496454
583 1.8573551263
657 1.8796992481
660 2.0259319287
1024 2.2603978300
4122 2.9411764706
5000 1.2291052114
evaluations raw_y
1 0.7543753772
2 0.9944311854
3 1.0692899914
4 1.1394712853
385 1.2100677638
579 1.6254876463
614 1.7531556802
623 2.3992322457
1351 2.4752475248
1438 2.5987525988
4076 2.6427061311
5000 1.0407993339
evaluations raw_y
1 1.0339123242
2 1.8573551263
381 2.0798668885
412 2.2281639929
1392 2.6427061311
5000 0.8771929825
evaluations raw_y
1 0.8486082824
4 0.9077705156
5 0.9578544061
18 1.0072522160
100 1.0917030568
127 1.3007284079
129 1.3116474292
150 1.4585764294
158 1.5299877601
173 1.6425755585
186 2.0525451560
816 2.3277467412
5000 1.2007684918
evaluations raw_y
1 1.1071744907
3 1.3812154696
864 1.4863258026
882 1.5151515152
918 1.8796992481
1004 1.9500780031
1403 2.1663778163
1603 2.4752475248
2097 2.7352297593
5000 1.1312217195
